knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
11a_241,{1;1;1;1;2;2;-1;2;2;2;3;-2;3},300,302,402,92180
11a_242,{1;1;1;1;1;1;2;-1;2;3;-2;3;3},190,192,304,109082
11a_243,{1;1;1;2;-1;2;3;-2;3;3;3;4;-3;4},610,612,1276,129200
11a_244,{1;1;1;2;2;-3;2;-1;2;2;3;3;2},442,448,824,50360
11a_245,{1;1;1;1;2;-1;2;3;3;-2;3;3;3},284,286,422,90212
11a_246,{1;1;1;1;2;-1;2;3;-2;3;4;-3;4;4},566,568,1294,125612
11a_247,{1;1;1;2;-1;2;3;-2;3;4;-3;4;5;-4;5},1362,1364,4348,165446
11a_248,{-1;-1;-1;2;-3;2;-1;2;-3;2;-3},422,424,424,7144
11a_249,{-1;-1;-2;1;3;-4;3;-2;3;-4;3;-4},918,920,1168,11348
11a_250,{-1;2;2;2;-1;2;-3;2;2;2;-3},268,270,270,10814
11a_251,{1;1;1;1;-3;-3;2;-3;2;-3;-1;-2;-2},386,388,572,72816
11a_252,{-1;-3;2;2;2;-3;-1;2;2;-1;2},394,396,396,7296
11a_253,{-1;-1;-3;2;2;2;-3;-1;2;-1;2},382,384,384,7416
11a_254,{1;1;1;1;-3;2;-3;2;2;-3;-1;-2;-2},442,444,636,62664
11a_255,{-1;-1;-1;2;-3;2;-1;2;-3;-1;2},438,440,440,6952
11a_256,{-1;-1;3;-4;3;-2;3;-4;-2;3;1;-2},1026,1028,1252,10748
11a_257,{-1;-1;-1;2;-1;2;-3;2;2;2;-3},250,252,252,11186
11a_258,{-1;-1;-2;1;3;-2;3;-4;3;3;3;-4},574,576,738,16756
11a_259,{1;1;1;-2;1;1;3;-2;3;3;3},216,218,218,13444
11a_260,{1;1;1;-2;1;1;3;-2;3;4;-3;4},488,490,690,18136
11a_261,{-1;-1;-1;2;-1;-3;2;-3;2;-3;-3},322,324,324,9032
11a_262,{-1;-1;-4;3;-4;-3;2;-3;-1;2;-1;2},722,724,996,13332
11a_263,{1;1;1;1;2;2;-1;3;2;2;2;3;3},200,330,482,75460
11a_264,{1;1;1;3;-2;3;-2;-2;3;1;-2},358,360,360,8112
11a_265,{1;1;4;-3;4;-3;-3;4;2;-3;-1;2},724,726,966,12968
11a_266,{-1;2;-1;2;-3;2;-1;-3;2;-3;2},622,624,624,5032
11a_267,{-1;-1;-3;2;-3;-1;2;-3;2;-1;2},502,504,504,6536
11a_268,{-1;2;-1;2;-3;2;-1;2;2;2;-3},422,424,424,7312
11a_269,{-1;2;-3;2;-1;2;-3;2;2;-1;2},558,560,560,5888
11a_270,{1;1;3;-4;3;-2;3;-4;-2;-3;-3;2;-1;2},1896,1990,3202,58694
11a_271,{1;1;-2;1;-2;1;3;-2;-1;4;-3;2;4;3},1250,1296,3524,55096
11a_272,{1;1;3;-4;-2;3;-2;3;-4;1;-2;3;-1;-2},1606,1792,3928,52032
11a_273,{-1;-1;-4;3;-4;-2;-2;-3;1;2;-3;2;-1;2},978,1426,3124,58906
11a_274,{-1;-1;2;2;-1;-3;2;-1;2;-3;2},492,494,494,6078
11a_275,{1;1;1;-2;1;3;-2;-1;4;-3;2;2;4;3},858,932,2472,76676
11a_276,{1;1;-2;1;3;-2;-1;4;-3;2;2;4;3;3},1032,1140,2818,67286
11a_277,{1;1;1;-2;1;-2;3;-2;1;-2;3},402,404,404,7480
11a_278,{1;1;2;-1;-3;2;-3;4;-3;2;-3;4},938,940,1208,10956
11a_279,{-1;-1;-2;1;3;2;2;2;2;-4;-3;2;-3;-4},784,812,1640,103922
11a_280,{1;1;2;-1;-1;2;3;-2;1;-4;-3;2;-5;4;-3;-5;-4},2612,4648,21552,556360
11a_281,{-1;2;2;-1;2;-3;2;-1;2;2;-3},478,480,480,6496
11a_282,{1;3;-2;1;-2;3;-2;-2;-2;1;-2},396,398,398,7724
11a_283,{-1;-1;-1;2;-1;2;-3;2;1;-4;3;-2;-4;-3},1202,1260,2780,67780
11a_284,{1;1;3;-2;-2;3;1;-2;3;1;-2},474,476,476,6618
11a_285,{-1;-1;2;-1;-1;-3;2;1;4;-3;2;4;-3;4},1042,1312,3000,67708
11a_286,{-1;-3;2;2;-1;2;-3;2;2;-1;2},462,464,464,6722
11a_287,{-1;-3;2;2;-1;2;-3;-1;2;-1;2},532,534,534,5612
11a_288,{1;-2;1;-2;3;-2;1;3;-2;-2;3},572,574,574,5310
11a_289,{1;1;3;-2;1;-2;3;-2;-2;1;-2},426,428,428,7184
11a_290,{-1;-1;2;-1;2;2;-3;2;1;-4;3;-2;-4;-3},1418,1492,3028,62548
11a_291,{1;1;2;2;2;2;-3;2;-1;2;3;3;2},382,388,712,56072
11a_292,{1;1;2;-1;2;1;-3;2;-1;2;3;3;3;4;-3;4},944,1314,5296,486154
11a_293,{1;-2;-2;-2;-2;3;-2;1;-2;3;-2},312,314,314,9638
11a_294,{-1;-1;-2;1;-2;3;2;4;-3;2;-3;4;-3;-3},1074,1136,2576,73092
11a_295,{-1;-1;-1;-1;-4;-3;2;-3;-4;-1;2;3;1;-2},604,708,1888,100128
11a_296,{-1;-1;-5;-4;3;-4;-5;-2;3;4;2;-3;-2;1;-2},1936,2220,8596,96992
11a_297,{-1;-1;2;-1;-1;-3;2;1;-3;4;-3;2;-3;4},1174,1464,2832,74948
11a_298,{1;1;1;1;2;2;-3;2;-1;2;3;3;2},382,388,712,55784
11a_299,{1;1;2;-1;2;3;3;-4;3;-2;3;4;4;3},982,1004,2500,71084
11a_300,{-1;-1;2;2;-3;2;-1;2;-3;-1;2},498,500,500,6064
11a_301,{-1;-1;2;-1;-3;2;-1;-3;2;-3;2},522,524,524,6200
11a_302,{-1;-1;2;-1;-3;2;-1;-3;-3;2;-3},438,440,440,7592
11a_303,{-1;-1;2;-1;2;1;3;-2;-1;3;2;4;-3;4},758,898,3244,59260
11a_304,{1;1;1;-2;1;1;3;-2;-1;4;-3;2;4;3},730,752,2284,85208
11a_305,{1;-2;1;-2;-2;3;-2;-2;1;-2;3},440,442,442,7204
11a_306,{-1;-1;-1;2;-1;2;-3;2;-3;-3;-3},232,234,234,11846
11a_307,{-1;-1;-1;2;-1;2;-3;2;-3;-4;3;-4},532,534,746,16076
11a_308,{1;1;1;1;-2;1;3;-2;3;3;3},186,188,188,14650
11a_309,{1;1;1;-2;1;3;-2;3;3;4;-3;4},518,520,660,18544
11a_310,{1;1;1;1;-2;1;3;-2;3;4;-3;4},422,424,596,19792
11a_311,{1;1;2;-1;2;-3;2;4;-3;4;5;-4;5},1170,1172,2174,23938
11a_312,{-1;-1;-1;-1;-2;1;3;2;2;-4;-3;2;-3;-4},752,800,1636,104570
11a_313,{-1;-1;-2;1;-2;-3;2;4;3;3;-5;-4;3;-4;-5},1776,1888,5980,126818
11a_314,{1;1;-2;1;-2;1;3;-2;1;-2;3},510,512,512,6010
11a_315,{1;1;3;-2;-2;1;-2;3;-2;1;-2},462,464,464,6482
11a_316,{1;1;1;-2;3;-2;1;-2;3;-2;-2},354,356,356,8594
11a_317,{1;1;1;-2;1;-3;2;-1;-3;-2;-2;-4;3;-4},772,998,2290,81326
11a_318,{1;1;2;2;-3;2;-1;2;2;3;3;2;2},498,544,892,46928
11a_319,{1;1;2;2;3;3;2;-1;2;-3;2;2;2},402,492,810,50798
11a_320,{1;1;1;3;3;4;2;2;-3;4;1;-2;-3;2;-1;2},978,1746,6334,422036
11a_321,{-1;-1;-1;2;-1;-3;2;-1;-3;2;-4;3;-2;-4},1186,1348,2532,77824
11a_322,{-1;-1;-3;4;-3;2;-3;4;1;2;-3;-1;-1;2},862,1276,2864,74780
11a_323,{1;1;-3;4;-3;2;-3;4;-3;-3;-1;2},692,694,950,14846
11a_324,{-1;-1;-2;1;3;-2;-4;3;-2;-4;3;-5;4;-3;-5},2770,3140,7572,108936
11a_325,{-1;-1;-2;1;-3;-2;-2;4;-3;2;-3;4;5;-4;5},1418,1864,6060,126242
11a_326,{1;1;-2;1;-2;3;-2;1;-2;3;-2},522,524,524,6080
11a_327,{1;1;2;-1;-3;-2;1;-2;4;3;-2;3;3;4},1096,1172,2968,63144
11a_328,{1;1;3;3;4;2;-3;4;-1;-2;3;1;1;-2},754,828,2558,78668
11a_329,{1;1;2;-1;2;-3;-2;1;-4;3;2;2;3;4;4;3},1172,1174,8614,314238
11a_330,{1;-2;-2;-2;3;-2;1;-2;3;-2;-2},354,356,356,8906
11a_331,{-1;-1;-3;4;-3;-3;2;-3;4;1;2;-3;-1;2},750,1136,2788,76772
11a_332,{1;-2;1;3;-2;-2;1;3;-2;-2;3},534,536,536,5600
11a_333,{-1;-1;-2;1;3;-2;3;-4;3;-4;-5;4;-5},1216,1218,2180,23998
11a_334,{1;1;1;1;1;1;2;-1;2;2;2;2},70,72,82,89384
11a_335,{1;1;1;1;1;2;-1;2;2;2;3;-2;3},226,228,316,110258
11a_336,{1;1;1;1;1;1;2;-1;2;2;3;-2;3},202,204,290,113462
11a_337,{1;1;2;-1;2;2;2;3;-2;3;3;4;-3;4},646,648,1328,123704
11a_338,{1;1;1;1;1;2;2;2;-1;2;2;2},108,110,118,70136
11a_339,{1;1;1;1;1;2;-1;2;3;-2;3;3;3},206,208,340,104402
11a_340,{1;1;1;1;2;2;2;-1;2;2;3;-2;3},320,322,432,87482
11a_341,{1;1;1;1;2;-1;2;3;-2;3;3;4;-3;4},594,596,1240,131000
11a_342,{1;1;1;1;1;2;-1;2;3;-2;3;4;-3;4},498,500,1084,141680
11a_343,{1;1;2;-1;2;2;3;-2;3;4;-3;4;5;-4;5},1430,1432,4546,158906
11a_344,{1;1;1;1;-4;3;-2;3;-4;2;2;3;-1;2},714,716,1796,95130
11a_345,{1;1;-5;4;-3;4;-5;3;3;4;-2;3;2;-1;2},1394,1396,6500,118994
11a_346,{-1;2;2;2;-3;2;-1;2;2;-3;2},354,356,356,9056
11a_347,{1;1;-2;-1;3;-2;1;-4;3;-2;3;3;-4;3},962,1324,3044,67220
11a_348,{1;1;1;-2;1;3;-2;1;3;-2;3},402,404,404,8000
11a_349,{1;1;2;-1;-3;2;4;-3;2;4;-3;4},938,940,1208,11156
11a_350,{1;-2;1;-2;-2;3;-2;1;3;-2;3},522,524,524,5856
11a_351,{1;-2;1;3;-2;1;3;-2;-2;-2;3},462,464,464,6488
11a_352,{-1;-1;2;1;-3;2;-1;2;4;-3;2;4;-3;4},1106,1472,3428,59460
11a_353,{1;1;2;2;2;-3;2;-1;2;2;3;3;2},442,448,824,51026
11a_354,{1;1;1;2;-1;2;1;-3;2;-1;2;3;3;4;-3;4},908,1206,5324,484354
11a_355,{1;1;1;1;1;1;1;2;-1;2;2;2},66,68,76,90788
11a_356,{1;1;1;1;2;-1;2;2;2;2;3;-2;3},230,232,322,109718
11a_357,{1;1;1;1;2;-1;2;2;3;-2;3;3;3},250,252,386,95990
11a_358,{1;1;1;1;1;1;1;2;-1;2;3;-2;3},158,160,244,123602
11a_359,{1;1;2;-1;2;2;2;2;3;-2;3;4;-3;4},546,548,1186,133412
11a_360,{1;1;1;1;2;-1;2;2;3;-2;3;4;-3;4},598,600,1234,130532
11a_361,{1;1;1;1;2;-1;2;2;3;-2;-2;4;-3;2;4;3},906,1144,3220,791876
11a_362,{1;1;2;-1;2;2;3;-2;-2;4;-3;2;4;5;-4;3;5},2222,3060,12216,964036
11a_363,{1;1;2;-1;2;3;-2;3;3;4;-3;4;5;-4;5},1426,1428,4552,159086
11a_364,{1;1;1;1;1;1;1;1;1;2;-1;2},46,48,52,108260
11a_365,{1;1;2;-1;2;2;2;2;2;2;3;-2;3},178,180,274,116342
11a_366,{1;1;2;-1;2;2;2;2;3;-2;-2;4;-3;2;4;3},850,1024,3044,822404
11a_367,{1;1;1;1;1;1;1;1;1;1;1},12,12,12,88574
11n_1,{-1;-1;-1;-2;1;-3;2;-3;-2;-4;3;-4},338,356,884,14032
11n_2,{1;1;1;2;-1;2;3;2;2;-4;3;-4},268,340,698,17476
11n_3,{-1;-1;-1;-2;1;-2;3;2;2;-4;3;-4},338,340,698,17476
11n_4,{1;1;1;2;-1;-1;-3;2;-1;-3;2},242,296,332,9560
11n_5,{1;1;1;2;2;-3;-1;2;-3;-1;2},332,350,386,7526
11n_6,{-1;-1;-2;1;-2;-1;3;2;2;-4;3;-4},234,280,980,12632
11n_7,{1;1;1;-4;3;-4;-2;3;-2;3;-1;2},444,462,932,13616
11n_8,{{-1;-1;-2;1;-2;-1;3;-2;-2;-4;3;-4},334,392,980,12632
11n_9,{1;1;1;-3;2;-3;2;1;1;2;2},132,176,304,9288
11n_10,{-1;-1;-1;-3;2;-3;-1;-2;-2;1;-2},246,248,328,9072
11n_11,{1;1;1;1;-3;2;-3;-1;2;-1;2},210,228,268,10992
11n_12,{1;1;-2;1;-2;-2;3;2;-1;2;3},118,120,440,6952
11n_13,{1;1;1;1;1;2;1;1;-3;2;-3},64,76,170,15580
11n_14,{-1;-1;-1;-1;-2;1;-2;-1;-3;2;-3},116,122,276,10112
11n_15,{1;1;1;1;1;2;-1;-1;-3;2;-3},140,156,170,15580
11n_16,{1;1;2;-1;2;2;3;2;2;-4;3;-4},232,284,722,17236
11n_17,{-1;-1;-2;1;-2;-3;2;-3;-2;-4;3;-4},324,346,1032,12080
11n_18,{1;1;2;-1;2;2;3;-2;-2;-4;3;-4},396,468,722,17236
11n_19,{-1;-1;-1;-1;-1;2;1;1;-3;2;-3},74,76,170,15580
11n_20,{-1;-1;-2;1;-2;-2;3;2;2;-4;3;-4},282,284,722,17236
11n_21,{1;1;1;-3;-3;2;2;-3;-1;-1;2},198,232,264,10960
11n_22,{1;1;3;3;-2;-2;3;1;2;-1;2},226,228,392,7560
11n_23,{1;1;1;-3;-3;2;2;-3;1;1;2},114,144,264,10960
11n_24,{1;1;1;-2;-1;-1;3;-2;-2;3;3},118,144,264,10648
11n_25,{1;1;1;-2;1;1;-3;2;-1;-3;2},202,228,332,9560
11n_26,{1;1;2;-1;2;1;3;-2;-2;-2;3},136,158,360,7952
11n_27,{1;1;1;2;1;1;-3;2;2;2;-3},88,140,246,11308
11n_28,{1;1;1;2;-1;-1;2;3;-2;-4;3;-4},384,448,706,17104
11n_29,{1;1;2;-1;-1;2;1;-3;2;4;-3;4},288,328,942,13376
11n_30,{1;1;1;2;1;1;2;3;-2;-4;3;-4},188,228,706,17104
11n_31,{1;1;-4;3;-4;2;2;3;1;2;-1;2},306,380,1048,11736
11n_32,{1;1;1;4;-3;4;-2;-2;-3;-1;-1;2},512,526,712,16296
11n_33,{1;1;1;-4;3;-4;2;2;3;-1;-1;-2},446,488,712,16296
11n_34,{-1;-1;2;-1;2;-1;3;-2;-2;3;3},266,328,388,7376
11n_35,{1;1;-2;1;-2;1;3;2;2;3;3},234,272,388,7376
11n_36,{-1;-1;2;-1;2;-1;3;2;2;3;3},194,272,388,7376
11n_37,{-1;-1;-1;-2;1;1;3;-2;-1;3;2},84,100,332,9560
11n_38,{1;1;1;-2;-1;-3;2;-1;2;-3;-2},120,124,404,7680
11n_39,{1;1;1;2;-1;-1;-3;2;2;-3;2;-3;-2},328,384,802,51652
11n_40,{1;3;2;2;2;3;1;-2;-2;1;-2},246,306,396,7296
11n_41,{-1;3;2;2;2;3;-1;2;2;-1;2},162,264,396,7296
11n_42,{-1;-1;-1;-1;2;2;1;-3;2;2;-3;2;-3},250,360,660,57944
11n_43,{1;1;3;2;2;2;3;1;-2;1;-2},258,294,384,7416
11n_44,{-1;-1;3;2;2;2;3;-1;2;-1;2},186,234,384,7416
11n_45,{1;1;-2;-2;1;-3;2;2;-3;2;-3},262,348,408,6968
11n_46,{1;1;3;-2;3;-2;-2;3;1;2;2},322,324,396,7440
11n_47,{1;1;-3;2;-3;2;2;-3;1;2;2},164,236,396,7440
11n_48,{-1;-1;-1;-1;-2;1;1;1;3;-2;3},142,172,186,15094
11n_49,{-1;-1;-2;1;-2;-3;2;2;2;4;-3;4},322,464,708,17440
11n_50,{-1;-1;-2;1;-2;-3;2;-1;2;2;-3},158,222,454,6814
11n_51,{-1;-1;-1;2;1;1;3;-2;1;3;2},164,166,332,9560
11n_52,{1;1;1;2;-1;-1;2;2;-3;2;-3},188,224,258,10820
11n_53,{1;1;1;-2;-1;-1;-2;-2;3;-2;3},100,116,258,10820
11n_54,{1;1;2;-1;-1;2;1;3;-2;3;3},116,138,358,8396
11n_55,{1;1;1;2;-1;-1;2;-3;2;-3;-3},196,232,266,10652
11n_56,{1;1;1;-2;-1;-1;-2;3;-2;3;3},100,108,266,10652
11n_57,{1;1;1;2;1;1;2;2;-3;2;-3},62,116,258,10820
11n_58,{1;1;1;2;-1;-1;-3;2;-3;-3;-3},164,192,218,13444
11n_59,{1;1;1;-2;1;-2;3;2;2;2;3},154,156,252,11186
11n_60,{1;1;1;2;1;1;-3;2;-3;-3;-3},88,108,218,13444
11n_61,{1;1;1;2;1;1;2;-3;2;-3;-3},74,108,266,10652
11n_62,{1;1;1;2;-1;-1;-3;2;-3;-4;3;-4},372,432,690,18136
11n_63,{1;1;2;-1;2;1;3;-2;3;4;-3;4},308,326,1028,12212
11n_64,{1;1;1;2;1;1;-3;2;-3;-4;3;-4},208,252,690,18136
11n_65,{-1;-2;1;-2;-2;-3;2;-1;2;2;-3},184,226,454,6982
11n_66,{1;1;1;2;-1;2;1;-3;2;-1;2;-3;-3},244,318,948,45274
11n_67,{1;1;1;2;-1;-1;3;-2;-2;-4;3;2;-4;3},498,800,1912,96280
11n_68,{-1;-1;3;4;2;-3;4;2;2;3;1;-2},632,640,1124,11484
11n_69,{1;1;3;-4;2;3;-4;2;2;3;-1;2},364,432,1124,11484
11n_70,{1;1;1;-2;1;1;-3;2;1;-3;-2},86,96,332,9560
11n_71,{1;1;2;2;1;3;-2;-2;-2;3;3},172,204,298,9076
11n_72,{1;1;-2;-2;1;3;2;2;2;3;3},208,230,298,9076
11n_73,{1;1;-2;-2;1;-3;2;2;2;-3;-3},188,262,298,9076
11n_74,{1;1;1;1;-2;-2;-1;3;-2;-2;-2;3;3},178,270,482,75460
11n_75,{-1;-1;2;2;2;-1;-3;-2;-2;-2;-3},194,196,276,9898
11n_76,{1;1;-2;-2;1;-3;-2;-2;-2;-3;-3},148,230,298,9076
11n_77,{1;1;2;2;1;3;2;2;2;3;3},110,150,298,9076
11n_78,{-1;-1;2;2;2;-1;3;2;2;2;3},140,196,276,9898
11n_79,{1;1;1;-2;-1;-1;3;-2;3;4;-3;4},250,252,690,18136
11n_80,{-1;-1;-1;-2;-1;-1;3;2;2;-4;3;-4},212,320,664,18168
11n_81,{1;1;2;2;2;1;-3;2;2;2;-3},130,188,276,9898
11n_82,{1;1;1;1;-2;-1;-1;-1;3;-2;3},108,110,186,15094
11n_83,{1;1;2;-1;2;-3;-2;-2;-2;4;-3;4},368,370,708,17440
11n_84,{-1;-1;2;-1;2;-3;-2;1;-2;-2;-3},176,178,454,6814
11n_85,{-1;-1;-1;2;1;1;1;2;-3;2;-3},130,136,248,11402
11n_86,{1;1;2;-1;-1;-3;2;-1;2;2;-3},246,324,376,7968
11n_87,{-1;-1;-2;1;-2;-1;-3;2;-1;-3;2},210,246,512,6120
11n_88,{1;1;1;1;2;1;1;1;-3;2;-3},84,110,186,15094
11n_89,{-1;-1;-1;2;-1;-3;-2;1;-2;-2;-3},190,192,350,8454
11n_90,{1;1;2;-1;2;3;2;2;2;-4;3;-4},248,370,708,17440
11n_91,{-1;-1;-2;1;3;-2;-4;-3;2;-3;-3;-4},430,432,1046,12038
11n_92,{-1;-1;-1;2;1;1;-3;2;-1;2;-3},92,128,332,9234
11n_93,{1;1;1;2;1;1;-3;2;-1;2;3;3;3},134,234,628,69066
11n_94,{1;1;2;-1;-3;2;-1;-3;2;2;-3},344,390,482,6470
11n_95,{1;1;1;2;-1;2;3;2;-1;2;3},102,128,404,7480
11n_96,{1;1;2;1;1;-3;-2;1;-2;-2;-3},118,184,376,7968
11n_97,{-1;-1;-1;2;1;1;-3;2;2;4;-3;-2;4;-3},406,560,1912,96280
11n_98,{1;1;1;-2;1;-2;-1;3;-2;1;-2;-3;-3},234,326,948,45274
11n_99,{-1;-2;1;-2;-2;-2;-3;2;-1;2;-3},182,208,404,7576
11n_100,{-1;-1;2;1;-3;2;1;4;-3;2;-3;4},450,472,1292,10632
11n_101,{-1;-1;-2;1;3;2;-1;2;-4;3;-2;-4},336,372,1128,12072
11n_102,{-1;-2;1;-2;-1;-3;-2;1;-2;4;-3;4},252,306,1348,9618
11n_103,{-1;-1;-1;-2;1;-2;-1;3;-2;1;-2;-2;3},254,316,948,44296
11n_104,{1;1;1;2;1;1;1;2;-3;2;-3},88,136,248,11402
11n_105,{1;1;-2;1;-2;3;2;2;2;3;3},174,190,284,9842
11n_106,{-1;-1;-1;2;1;1;1;-3;2;-3;-3},132,134,218,13534
11n_107,{1;1;1;2;1;1;1;-3;2;-3;-3},98,134,218,13534
11n_108,{-1;-1;-3;-2;-2;1;-2;-3;-1;-1;2},214,230,384,7512
11n_109,{-1;-1;-1;2;-1;-1;-3;-2;1;-2;-3},192,194,332,9234
11n_110,{1;1;1;2;-1;-1;-3;2;-1;2;-3},242,296,332,9234
11n_111,{1;1;1;2;1;1;-3;-2;1;-2;-3},88,128,332,9234
11n_112,{1;1;2;-1;2;-3;2;-1;2;2;-3},324,350,454,6814
11n_113,{-1;-1;-2;1;3;-2;-2;-4;-3;2;-3;-4},464,466,1028,12338
11n_114,{1;1;-2;1;3;2;-1;-4;-3;2;-3;-4},492,528,1292,10632
11n_115,{1;1;2;-1;3;-2;-2;-4;3;-2;3;-4},530,688,1028,12338
11n_116,{1;1;2;-1;3;-2;-2;-4;-3;2;-3;-4},326,382,1028,12338
11n_117,{1;1;2;-1;3;2;2;-4;-3;2;-3;-4},336,448,1028,12338
11n_118,{1;1;1;2;1;3;-2;1;-2;3;2},86,124,404,7680
11n_119,{-1;-1;-2;1;3;-2;1;-2;3;3;-2},344,390,482,6366
11n_120,{-1;-1;2;-1;2;2;3;2;-1;2;3},124,140,440,6952
11n_121,{{-1;-1;-2;-1;-1;3;-2;1;-2;-4;3;-4},288,422,952,13626
11n_122,{-1;-1;-1;-3;-2;1;-2;-3;2;-1;2},106,180,386,7844
11n_123,{1;1;-2;1;3;-2;-1;-4;-3;2;-3;-4},480,498,1292,10632
11n_124,{1;1;2;-1;3;-2;1;-4;3;-2;3;-4},466,636,1292,10632
11n_125,{1;1;1;2;-1;-3;2;-1;2;2;-3},272,298,350,8454
11n_126,{1;1;1;2;1;1;2;-3;2;-1;2;3;3},128,260,844,50560
11n_127,{-1;-1;-2;1;1;-2;-2;-1;-3;2;-3},166,206,384,7418
11n_128,{1;1;-2;1;-2;1;-3;2;1;-3;-2},166,176,512,6120
11n_129,{-1;-1;3;-2;1;-2;3;-2;-2;1;-2},290,308,428,7184
11n_130,{-1;-1;-2;1;-2;3;-2;1;3;-2;3},374,404,524,5952
11n_131,{{-1;-4;-3;2;-3;-4;-2;-2;3;2;-1;2},386,424,1196,11156
11n_132,{1;1;-2;-2;-3;2;-1;2;-3;-1;-2},212,242,500,6064
11n_133,{1;1;2;1;-3;2;1;-3;2;-3;2},160,198,524,6200
11n_134,{-1;-1;-3;2;-1;2;-3;-2;-2;1;-2},258,260,428,7184
11n_135,{1;1;2;-1;2;1;1;2;-3;2;-3},116,140,398,7182
11n_136,{1;1;1;2;-1;3;-2;1;1;3;2;2;2},164,278,662,65732
11n_137,{-1;-1;-1;-1;-2;1;-2;-1;3;-2;1;-2;3},218,268,800,51442
11n_138,{-1;-2;1;-2;-3;2;-1;2;2;2;-3},138,196,424,7312
11n_139,{1;1;4;-3;2;-3;4;3;-2;3;-1;2},302,328,1260,11012
11n_140,{-1;-1;-2;1;-2;-3;2;-3;-2;4;-3;2;-3;4},570,716,3008,61186
11n_141,{1;1;2;-1;2;-3;2;-3;-2;-4;-3;2;-3;-4},372,434,3008,61186
11n_142,{1;1;2;-1;-3;-2;-4;3;-2;3;-4;-3},392,404,1208,10884
11n_143,{1;1;-2;1;-2;1;-3;2;-1;2;-3},206,296,512,6010
11n_144,{1;1;-2;1;1;3;2;-1;2;3;3},202,238,376,8298
11n_145,{1;1;2;1;-3;2;1;-3;-2;-2;-3},98,124,482,6470
11n_146,{1;1;2;2;3;-2;1;-2;3;-2;3},246,328,474,6478
11n_147,{1;1;2;1;-3;2;1;-3;2;2;-3},142,192,482,6470
11n_148,{1;1;2;-3;2;1;-3;2;-3;2;-3},242,340,532,5794
11n_149,{1;1;1;2;1;-3;2;1;-3;2;-3},124,138,404,8000
11n_150,{1;1;2;-1;3;2;-4;3;2;-4;3;-4},388,426,1208,11156
11n_151,{1;1;1;1;3;3;-2;3;-2;3;-1;-2;-2},186,272,572,72816
11n_152,{1;1;-2;1;-2;1;-3;2;2;2;-3},238,320,360,7952
11n_153,{-1;-1;-1;2;-1;2;3;2;-1;2;3},140,160,404,7480
11n_154,{1;1;1;2;-3;2;-1;2;-3;-1;2},374,392,440,6952
11n_155,{-1;-1;-2;1;3;-2;3;4;3;-2;3;4},348,392,1208,10956
11n_156,{1;1;2;-1;-3;2;-1;-3;2;-3;2},374,424,524,6200
11n_157,{-1;-1;-1;-2;1;3;-2;1;3;-2;3},314,344,404,8000
11n_158,{-1;2;-1;2;3;2;-1;2;2;2;3},184,236,424,7312
11n_159,{-1;-1;2;-3;2;-1;2;-3;-1;-2;-2},410,412,488,6322
11n_160,{1;1;2;-3;2;-1;2;-3;2;-1;2},470,488,572,5624
11n_161,{1;1;1;2;1;-3;-2;1;4;-3;2;-3;4;-3},538,732,2792,71576
11n_162,{1;1;2;-1;2;1;3;-2;-1;3;2;4;-3;4},558,742,3244,59260
11n_163,{1;1;2;-1;2;1;-3;2;-1;2;-3;2;-3},346,454,1424,31424
11n_164,{1;1;1;-2;-1;3;-2;-1;3;2;2;3;3},166,242,890,48590
11n_165,{-1;-1;-2;1;-3;2;4;-3;2;4;-3;4},674,760,1208,11156
11n_166,{-1;-1;3;2;2;-1;2;3;2;-1;2},166,220,464,6482
11n_167,{1;1;1;2;-1;2;-3;2;-1;2;-3},314,332,404,7480
11n_168,{1;1;2;-1;3;-2;3;-4;3;-2;3;-4},674,724,1208,10956
11n_169,{1;1;1;1;2;1;1;-3;2;-1;2;3;3},110,194,584,71874
11n_170,{-1;-1;-2;1;-2;3;2;-1;-4;3;-2;-2;-4;3},682,924,3208,60052
11n_171,{1;1;2;-1;2;3;2;2;-4;3;-2;3;4;4},442,706,2216,83490
11n_172,{-1;-2;1;-2;-1;-3;2;-1;2;2;-3},198,256,532,5680
11n_173,{-1;2;-1;3;2;2;-1;3;2;2;3},166,216,536,5600
11n_174,{1;1;3;2;2;3;1;-2;3;1;-2},258,326,476,6618
11n_175,{1;1;1;2;1;-3;-2;1;4;-3;2;4;-3;4},518,728,2792,70936
11n_176,{-1;-1;2;-1;2;-1;-3;-2;1;-2;-3},248,250,512,6010
11n_177,{-1;3;2;2;-1;2;3;-1;2;-1;2},260,360,534,5612
11n_178,{1;-2;1;-2;3;-2;1;3;2;2;3},328,330,574,5310
11n_179,{-1;-1;2;-1;-1;2;1;-3;2;-1;2;3;3},270,348,1052,42208
11n_180,{1;1;1;1;2;-1;3;-2;1;1;3;2;2},156,258,614,69350
11n_181,{1;1;2;1;1;-3;2;-1;2;3;3;4;-3;4},398,642,2112,88866
11n_182,{1;1;-2;1;-2;1;-3;-2;1;-2;-3},258,280,512,6010
11n_183,{1;-2;1;3;2;2;1;3;2;2;3},110,124,536,5600
11n_184,{1;-2;1;3;-2;-2;1;3;2;2;3},294,296,536,5600
11n_185,{1;-2;1;3;-2;1;3;2;2;2;3},318,320,464,6488
