knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex
12n_163,{1;2;2;1;1;2;-3;4;2;4;-3;4},430,548,904,13048
12n_164,{1;2;2;1;1;-2;3;-4;-2;-4;3;-4},486,716,904,13048
12n_165,{1;-2;-2;1;1;2;-3;4;2;4;-3;4},678,680,904,13048
12n_166,{1;2;2;2;2;-1;2;3;2;2;1;3;3},114,224,652,59800
12n_167,{-1;-2;-2;-2;-2;1;-2;3;2;2;-1;3;3},218,256,652,59800
12n_168,{1;2;2;2;2;-1;2;3;-2;-2;1;3;3},218,408,652,59800
12n_169,{1;2;2;1;1;2;-3;2;3;3;4;-3;4;3},390,524,2128,78976
12n_170,{1;2;2;1;1;-2;3;-2;-3;-3;-4;3;-4;-3},438,668,2128,78976
12n_171,{1;-2;-2;1;1;2;-3;2;3;3;4;-3;4;3},646,648,2128,78976
12n_172,{1;2;2;1;1;2;-3;4;2;-3;2;4},474,620,1008,12308
12n_173,{1;-2;-2;1;1;2;3;-4;3;-2;3;-4;3;-4},1902,1920,3088,57232
12n_174,{1;-2;-2;1;1;2;-3;4;-2;-3;-2;4;-3;4},990,1040,3048,60704
12n_175,{1;2;2;1;1;-2;3;-4;2;3;2;-4;3;-4},686,984,3048,60704
12n_176,{1;2;2;1;1;-2;3;-2;3;4;-3;2;-3;4},738,1340,3048,57904
12n_177,{1;-2;1;2;3;4;4;3;2;2;3;3;-4;3},640,1132,2748,64112
12n_178,{1;3;-4;2;3;2;3;-4;3;-2;-1;-1;-2;-2},666,1040,3376,54944
12n_179,{1;-2;1;2;-3;4;3;-4;3;-4;2;2;3;3;-4;3},1792,2472,8284,314368
12n_180,{-1;2;-3;-1;-3;2;2;-1;2;-3;-2;1;2},410,412,1464,30728
12n_181,{1;-2;3;1;3;-2;1;1;-2;-2;-3;-2;1},372,498,1278,34438
12n_182,{-1;2;3;-4;-1;2;-4;3;2;3;-4;3},432,544,1272,10200
12n_183,{1;-2;3;4;1;2;4;2;-3;4;2;3},682,684,1038,12940
12n_184,{1;-3;-4;-4;-2;3;-2;1;-4;3;1;3;-2;-2},2058,2168,2500,71280
12n_185,{1;1;-2;-3;1;2;2;3;1;3;1;-2;1},268,524,1010,45278
12n_186,{-1;-2;-2;-2;-2;-1;2;3;-2;-2;-1;3;3},270,348,652,59800
12n_187,{1;2;2;2;2;1;-2;3;2;2;1;3;3},170,216,652,59800
12n_188,{1;2;2;3;1;3;1;1;-2;1;-2;-2;-3},418,596,840,46584
12n_189,{1;-3;-2;-2;-2;1;-2;1;3;1;3;2;2},478,552,804,49512
12n_190,{1;-2;-2;-2;1;-2;-1;-1;-1;2;-1;-2},136,138,332,26284
12n_191,{1;1;1;2;2;2;2;-1;-1;2;2;2},150,160,168,48188
12n_192,{-1;-2;-2;-2;-2;-1;-2;3;2;2;-1;3;3},136,200,652,59800
12n_193,{-1;-1;-1;-2;-3;1;-3;1;-2;3;-2;-1;2},190,304,832,54024
12n_194,{1;1;1;-2;3;1;3;1;2;-3;2;-1;2},510,512,832,54024
12n_195,{1;2;2;1;1;-2;-3;-4;-2;-2;-2;3;-4;-3},418,820,2000,83856
12n_196,{1;2;2;1;1;-2;-3;-4;2;2;2;3;-4;-3},446,844,2000,83856
12n_197,{-1;2;2;3;4;-3;1;4;1;-2;3;-2;-2;3},1210,1334,2896,59664
12n_198,{-1;2;-3;-4;-1;3;3;3;-4;2;-3;2},334,560,988,12744
12n_199,{-1;2;-1;-2;-3;-3;-2;-2;-2;-2;3;3;3},238,350,536,65720
12n_200,{1;-2;-3;-4;2;3;-4;-3;-2;3;-1;4;-1;-2},226,384,4080,47568
12n_201,{1;-2;-3;1;2;3;3;-4;2;2;3;3;3;-4},640,880,2190,74548
12n_202,{1;-2;-2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},1038,1232,2704,64080
12n_203,{1;2;2;3;1;3;1;2;-3;4;2;-3;4;3},778,1056,2704,64080
12n_204,{1;2;2;-3;4;-3;1;-4;1;-2;3;4;4;3},630,796,2800,61872
12n_205,{1;-2;-2;1;1;2;3;-4;3;-2;3;3;-4;3},1598,1600,2592,69296
12n_206,{1;-2;-2;-3;1;-3;4;1;-2;-3;-2;4;-3;2},986,1140,2924,61628
12n_207,{1;2;2;3;1;3;-4;1;2;3;2;-4;3;-2},690,952,2924,61628
12n_208,{-1;-1;-2;-2;3;-2;1;1;1;-2;-3;-3;-2},502,556,936,42176
12n_209,{-1;-1;2;2;-3;2;1;1;1;2;3;3;2},426,428,936,42176
12n_210,{1;2;2;-3;1;-3;-4;1;-2;3;-2;-4;-3;-2},628,820,2924,61628
12n_211,{1;-2;3;1;-2;3;4;-3;2;2;2;-3;-2;-4},614,804,2710,68572
12n_212,{-1;-2;-3;-3;-2;-2;1;1;1;-2;3;-2;-1},360,598,1154,35342
12n_213,{-1;2;3;3;2;2;1;1;1;2;-3;2;-1},472,632,1154,35342
12n_214,{1;2;2;1;1;-2;-3;-4;-2;3;-2;-4;-2;-3},570,1108,2608,69536
12n_215,{-1;2;2;3;1;3;1;-2;3;4;-3;4;-2;3},1198,1292,2832,63088
12n_216,{1;-2;-2;1;1;2;-3;-4;-2;-2;-2;3;-4;-3},854,856,2000,83856
12n_217,{1;2;2;1;1;-2;3;4;2;2;2;-3;4;3},554,820,2000,83856
12n_218,{-1;2;-3;-4;-1;-1;2;3;3;3;-4;-3},334,376,812,15304
12n_219,{-1;2;2;3;-1;-1;-2;3;3;-2;4;-3;2;4},910,1136,2688,64496
12n_220,{-1;2;3;-1;3;3;4;2;3;3;3;4},386,440,684,17520
12n_221,{1;-2;3;1;3;3;4;-2;-3;-3;-3;4},430,600,684,17520
12n_222,{1;2;2;3;1;3;4;1;2;-3;2;4;-3;-2},954,1248,2924,61628
12n_223,{1;-2;-2;3;1;1;-2;3;3;-2;4;-3;2;4},1134,1344,2688,64496
12n_224,{1;-2;3;1;3;3;-4;-2;-3;-3;-3;-4},490,492,684,17520
12n_225,{1;-2;-2;3;1;1;-2;-3;4;2;2;-3;2;4},990,1328,2528,71204
12n_226,{1;-2;-2;1;1;2;3;-4;3;3;-2;3;-4;3},1694,1696,2656,67616
12n_227,{1;-2;-2;1;1;2;-3;4;-3;-2;-3;-2;4;-3},830,880,3240,54736
12n_228,{1;2;2;1;1;-2;3;-4;3;2;3;2;-4;3},592,872,3240,54736
12n_229,{1;-2;3;1;3;3;4;-2;3;3;3;4},364,492,684,17520
12n_230,{-1;2;3;-1;3;-4;5;2;-3;4;-3;4;5},994,1172,2836,19016
12n_231,{-1;2;-3;-1;-3;-4;2;-4;3;-4;3;-4},824,882,1022,11876
12n_232,{-1;2;-1;2;-3;-4;3;-4;3;-4;-2;-4;-2;3},924,1368,2776,65568
12n_233,{1;-2;-1;2;-1;-2;1;-2;-2;-2;-2;-2},40,64,224,38236
12n_234,{1;-2;-2;1;1;2;2;2;2;2;2;2},90,92,100,67820
12n_235,{1;2;2;1;1;-2;-2;-2;-2;-2;-2;-2},38,82,100,67820
12n_236,{-1;-2;-3;1;-3;1;-2;3;-2;-2;-2;-1;2},190,376,864,48960
12n_237,{1;-2;-2;3;3;2;2;2;2;2;1;-2;3},346,380,512,71184
12n_238,{-1;2;2;3;3;-2;-2;-2;-2;-2;-1;2;3},298,388,512,71184
12n_239,{-1;-2;-3;1;-3;1;-2;-2;-2;3;-2;-1;2},210,432,972,43872
12n_240,{1;1;1;-2;-2;3;3;2;2;2;1;-2;3},346,412,680,57240
12n_241,{-1;-1;-1;2;2;3;3;-2;-2;-2;-1;2;3},354,436,680,57240
12n_242,{1;2;2;1;1;2;2;2;2;2;2;2},36,76,100,67820
12n_243,{1;2;2;3;3;2;2;2;2;2;1;-2;3},252,366,512,71184
12n_244,{1;1;1;2;2;3;3;2;2;2;1;-2;3},280,394,680,57240
12n_245,{-1;2;3;4;2;-3;4;3;2;3;1;3;1;2},390,724,3368,57392
12n_246,{1;-2;3;-4;2;3;-4;-3;2;3;-1;3;-1;-2},678,882,3368,57392
12n_247,{1;-2;-2;-3;1;1;2;3;4;3;4;3;2;-3;2;-4},742,880,9040,290304
12n_248,{1;-2;-3;-4;3;-4;-3;4;2;4;-1;-3;-1;-2},298,632,3240,56160
12n_249,{1;-2;-2;1;1;2;2;2;3;4;-2;-3;4;3},694,696,1808,90240
12n_250,{1;2;2;1;1;-2;-2;-2;-3;-4;2;3;-4;-3},398,676,1808,90240
12n_251,{1;2;2;1;1;2;2;2;3;4;-2;-3;4;3},362,568,1808,90240
12n_252,{1;-3;-3;-2;3;-2;-4;3;3;3;1;-4;-3;-2},646,696,2336,81200
12n_253,{-1;-2;-3;-3;-2;-2;-3;2;-1;-3;2;2;2},170,388,936,42624
12n_254,{1;-2;1;2;3;3;-2;-2;1;1;3;2;2},286,468,1154,35060
12n_255,{1;-2;-2;-3;1;1;2;2;3;3;4;-2;-3;4},1130,1260,2508,64732
12n_256,{1;2;2;3;1;1;-2;-2;-3;-3;-4;2;3;-4},886,1198,2508,64732
12n_257,{-1;2;-1;-2;3;3;2;2;-1;-1;3;-2;-2},300,368,1154,35060
12n_258,{1;2;2;-3;4;1;1;2;-3;-2;-4;-3;-3;-4},418,556,3024,57908
12n_259,{1;2;2;2;3;3;-2;1;2;2;2;-3;-1;2;1},722,874,2426,238774
12n_260,{1;-2;-3;-4;2;2;2;-3;-4;-3;-2;3;-1;4;-1;-2},450,932,7712,350784
12n_261,{-1;2;3;-1;3;3;-4;2;3;3;3;-4},394,548,684,17520
12n_262,{-1;2;-1;-2;-3;-3;2;-3;-4;2;3;3;3;-4},796,1200,2250,74564
12n_263,{1;-2;-2;-3;4;1;1;2;-3;2;4;-3;4;3},1622,1752,3288,55344
12n_264,{1;2;2;3;-4;1;1;-2;3;-2;-4;3;-4;-3},1262,1660,3288,55344
12n_265,{-1;2;-3;-4;-1;3;3;3;-4;-2;3;-2;3;3},874,1756,2316,78696
12n_266,{1;-2;-2;-3;1;-3;1;2;-3;4;2;-3;4;3},1454,1520,2704,64080
12n_267,{1;2;2;3;1;3;1;-2;3;-4;-2;3;-4;-3},1118,1416,2704,64080
12n_268,{-1;5;4;-3;4;3;-2;-2;-3;5;-4;-3;2;-1;2},1774,2148,8608,92568
12n_269,{-1;2;-1;2;3;4;4;3;-2;-2;-3;4;-3;-4},734,924,3168,57616
12n_270,{-1;2;-1;2;3;-4;-3;-3;-2;-2;3;-4;-3;-3},748,928,2558,69956
12n_271,{-1;2;3;-1;-2;-2;3;-2;3;-4;3;-4},796,962,1078,11348
12n_272,{-1;2;3;-1;-2;-2;3;-4;-2;3;-4;-4},748,898,1006,12388
12n_273,{1;-2;1;-2;-3;4;2;2;2;2;-3;4},338,550,620,19480
12n_274,{-1;2;-3;2;1;1;2;3;-4;3;-2;-4;-3;4},1022,1024,3972,48540
12n_275,{1;3;-4;-3;2;-3;-4;-2;1;-4;3;-2},370,432,1312,9920
12n_276,{-1;-2;-2;1;-2;-2;-3;-1;-3;-2;1;-2;-3},300,316,1228,34024
12n_277,{1;1;2;2;2;-1;-3;-2;1;-2;-3;-3;2},312,392,1034,38766
12n_278,{1;-2;1;2;-3;4;2;4;-3;-3;2;-4;-3;-4},768,870,3010,62564
12n_279,{-1;2;-1;2;-3;-3;4;2;-3;2;-3;2;4;3},2622,2624,3424,53408
12n_280,{-1;2;3;4;-1;2;-3;2;-3;4;3;2},318,400,1492,8968
12n_281,{-1;2;-1;2;-3;-4;2;-4;3;3;2;-4;3;-4},1224,1450,3010,62564
12n_282,{-1;2;-3;-4;-1;-2;3;-2;3;-4;-3;2},432,464,1492,8968
12n_283,{-1;2;3;-4;-1;2;3;2;-4;3;2;-4},440,476,1350,10676
12n_284,{{-1;2;2;-1;2;2;-3;-1;-3;2;-1;2;3},874,876,1228,34024
12n_285,{-1;2;3;-1;-2;3;4;3;-2;3;2;4},284,362,1378,9580
12n_286,{-1;4;2;3;-2;3;4;-3;2;-1;-3;2},358,596,1488,9024
12n_287,{-1;2;-3;-1;2;-3;-4;-3;2;-3;2;-4},500,578,1378,9580
12n_288,{1;-2;1;2;3;3;-4;2;-4;2;-3;-3;4;-3},886,1176,2276,72336
12n_289,{1;-2;1;2;3;3;4;2;4;2;3;3;-4;3},946,1176,2276,72336
12n_290,{1;-2;-2;1;1;1;2;-3;2;2;1;3;3},400,460,836,44992
12n_291,{-1;-2;-2;-1;-1;-1;2;-3;2;2;-1;3;3},326,552,836,44992
12n_292,{1;2;2;1;1;1;2;-3;2;2;1;3;3},248,400,836,44992
12n_293,{-1;2;3;1;3;2;-1;2;3;1;2;-1;2},118,180,1536,31048
12n_294,{-1;2;-1;2;3;-4;2;2;2;2;3;-4},282,474,620,19480
12n_295,{-1;2;-3;4;-1;-3;4;-2;-2;-2;-3;2},646,700,956,13320
12n_296,{-1;2;3;-4;-1;3;-4;2;2;2;3;2},382,412,956,13320
12n_297,{-1;2;-1;2;-3;4;-5;2;3;-2;3;2;4;3;-5},1726,1888,8136,99768
12n_298,{-1;2;3;-4;3;-2;3;-2;-1;-4;3;2},814,876,1616,8432
12n_299,{-1;2;-1;2;3;4;2;4;3;-2;3;-4;2;3},478,708,3268,60728
12n_300,{-1;2;-3;4;-1;-2;4;-2;-2;-3;2;4},490,516,744,18096
12n_301,{-1;2;3;-4;-1;2;-4;2;2;3;2;-4},338,388,744,18096
12n_302,{-1;2;-1;2;-3;4;2;4;3;-2;3;-4;2;-3},682,890,3268,60728
12n_303,{1;-2;1;2;-3;-3;2;2;3;3;3;3;3},282,284,444,77024
12n_304,{-1;-1;-1;-2;-2;-1;2;-3;2;2;-1;3;3},254,344,740,52576
12n_305,{1;-2;1;2;3;3;2;2;3;3;3;3;3},152,248,444,77024
12n_306,{1;-2;1;2;-3;-3;2;2;3;3;3;4;-3;4},818,820,1660,95504
12n_307,{-1;2;2;-3;-4;3;1;-4;-3;1;-2;-2;-3;2},554,720,2704,64080
12n_308,{1;-2;1;2;3;3;2;2;3;3;3;4;-3;4},504,712,1660,95504
12n_309,{1;-2;1;2;3;3;2;2;-3;-3;-3;-3;-3},162,270,444,77024
12n_310,{1;-2;1;2;3;3;2;2;-3;-3;-3;-4;3;-4},554,822,1660,95504
12n_311,{{1;-2;3;-4;2;3;-4;-3;2;3;-1;-4;-1;-2},546,720,4080,47568
12n_312,{-1;2;-3;4;-1;-3;4;2;-3;2;3;3},858,860,1180,10920
12n_313,{1;2;-3;-3;2;-1;-1;-2;3;4;-2;-3;4;3},910,1052,3456,53008
12n_314,{{-1;2;-3;-1;-3;2;-1;2;3;-1;2;-1;2},506,900,1536,31048
12n_315,{1;-2;3;3;2;-1;2;-3;-1;-1;-1;-2;1},448,506,1070,42262
12n_316,{1;-2;1;2;-3;2;2;-3;2;2;3;3;3},468,470,746,53076
12n_317,{1;1;-2;1;-3;-2;1;-2;3;3;-2;-2;-2},402,610,902,46686
12n_318,{-1;-2;-3;1;-3;2;2;-1;2;-3;-2;-1;2},112,212,1464,30728
12n_319,{1;-2;3;3;-2;1;-2;-3;1;1;1;-2;1},532,750,1070,42262
12n_320,{1;-2;-3;1;-3;2;2;-1;2;-3;-2;1;-2},366,456,1464,30728
12n_321,{-1;2;3;1;3;2;-1;2;3;1;-2;1;2},166,234,1536,31048
12n_322,{1;-2;3;1;3;-4;-2;-3;2;4;-3;-4},400,402,1270,10358
12n_323,{-1;-2;1;-2;-1;3;-2;1;-2;3;-1;3;2},212,242,1520,30160
12n_324,{-1;-2;3;3;-2;1;1;-2;3;4;-2;-3;4;3},1462,1664,3456,53008
12n_325,{1;-2;3;-1;3;-2;1;-2;3;1;-2;1;-2},562,756,1536,31048
12n_326,{1;2;2;3;1;3;1;-2;-2;1;-2;-3;1},424,672,1056,39472
12n_327,{-1;-1;-1;3;2;2;-1;2;-3;-1;-3;-2;-2},382,408,756,53640
12n_328,{1;2;3;1;3;2;2;-1;2;3;2;1;2},98,212,1464,30728
12n_329,{-1;-2;-2;-3;-1;-1;2;-1;-2;-2;-3;-3;2},220,486,1088,36216
12n_330,{1;-2;-3;-3;2;-1;2;2;2;3;1;-2;1},472,566,1218,35014
12n_331,{-1;-2;-2;-1;-1;-2;-3;2;-3;4;3;-2;3;4},446,520,3048,57904
12n_332,{-1;2;-1;-2;3;-4;-3;-3;-2;-2;3;-4;-3;-3},536,732,2558,69956
12n_333,{1;-2;1;2;-3;-4;-4;-3;2;2;3;-4;3;4},742,776,3168,57616
12n_334,{1;4;-3;2;-3;4;3;-2;3;-2;-1;-1;-2;-2},746,1088,3172,58480
12n_335,{-1;-1;-2;1;3;2;2;2;-1;2;3;3;-2},412,504,978,42438
12n_336,{-1;-4;3;-2;-4;-2;3;2;-1;-3;-1;4;-3;2},762,978,3304,56288
12n_337,{1;4;-3;-2;3;-2;-1;-1;4;-3;2;-3;-3;2},1226,1554,3328,57680
12n_338,{1;-2;1;2;3;3;3;3;2;2;3;3;3},220,272,520,68528
12n_339,{1;2;2;2;2;1;-2;3;-2;-2;1;-3;-3},322,412,652,59800
12n_340,{1;-2;1;2;-3;-3;-3;-3;2;2;3;3;3},294,296,520,68528
12n_341,{1;-2;1;2;3;4;-3;4;3;2;2;3;3;3},400,608,2224,77088
12n_342,{1;-2;-2;-1;-1;-2;3;4;2;2;2;-3;4;3},664,700,2000,83856
12n_343,{1;-2;1;2;-3;-4;3;-4;-3;2;2;3;3;3},670,704,2224,77088
12n_344,{-1;-1;-1;2;2;2;-1;-1;-2;-2;-2;-2},136,138,162,49592
12n_345,{1;1;1;2;2;2;1;1;-2;-2;-2;-2},104,130,162,49592
12n_346,{1;-3;-3;1;-2;-2;-3;-2;1;2;2;2;2},114,168,508,76200
12n_347,{-1;2;-1;-2;-3;-3;-3;-3;-2;-2;3;3;3},262,326,520,68528
12n_348,{1;-2;-3;1;2;-3;-2;-4;-2;-2;3;-4},556,622,914,13396
12n_349,{-1;-4;3;-2;-2;-4;-2;-3;2;-1;-3;2},622,676,976,12512
12n_350,{-1;4;-3;-2;-2;4;-2;-3;2;-1;-3;2},598,724,976,12512
12n_351,{-1;-4;3;2;2;-4;2;-3;2;-1;-3;2},814,832,976,12512
12n_352,{-1;2;3;-4;-1;3;-4;-2;3;-2;3;3},1018,1068,1180,10920
12n_353,{-1;-3;-3;-2;3;-2;4;-3;-1;4;-3;2},570,652,1200,11024
12n_354,{-1;2;3;-4;-1;3;-4;2;-3;2;-3;-3},702,860,1180,10920
12n_355,{-1;-2;3;-4;-2;-3;-1;2;-3;2;-4;3},514,604,1616,8484
12n_356,{-1;4;-3;2;-3;4;-3;-2;-1;4;3;2},494,520,1560,8720
12n_357,{-1;2;-3;2;-3;2;-4;1;1;2;-3;2;3;-4},1314,1460,3952,47520
12n_358,{{-1;2;-3;-1;-3;2;-1;2;3;-1;-2;1;-2},326,596,1536,31048
12n_359,{-1;5;-4;-4;3;3;-2;4;3;-2;-1;5;-4;-3;2},1530,2198,8240,94684
12n_360,{-1;4;3;-2;3;-4;3;2;-1;4;-3;2},546,582,1560,8720
12n_361,{-1;2;3;2;3;2;-4;1;1;2;-3;2;3;-4},508,572,3952,47520
12n_362,{{1;-2;-3;-3;2;-1;2;1;-2;-2;3;-2;1},284,466,1470,29886
12n_363,{-1;2;-3;4;-1;2;-3;-2;4;-2;-3;-3},554,660,1072,12016
12n_364,{-1;4;3;3;-2;3;-2;3;-4;3;-2;-1;3;2},1806,1960,3520,56736
12n_365,{-1;4;-3;-3;2;-3;2;-3;-4;3;-2;-1;3;2},1174,1380,3520,56736
12n_366,{-1;-2;-2;-3;2;-3;-1;-3;-2;-2;-3;-3;2},306,436,1052,36848
12n_367,{-1;-4;-2;3;-2;-2;1;1;-4;2;3;-2;3;2},790,968,3028,61664
12n_368,{1;1;1;2;2;3;1;3;1;-2;1;-2;-3},394,464,824,49728
12n_369,{1;-3;-2;1;-2;-2;-2;1;3;1;3;2;2},474,536,820,48720
12n_370,{1;-2;-2;1;2;-3;2;2;1;3;3;-2;-2},342,404,1066,38540
12n_371,{1;-2;-3;1;-3;2;2;-1;2;3;2;-1;2},188,476,1464,30728
12n_372,{1;1;1;2;2;3;-1;3;-1;2;-1;2;-3},480,596,824,49728
12n_373,{1;2;2;3;-1;3;2;2;1;1;-2;-3;1},302,484,1116,37120
12n_374,{1;-2;1;2;3;3;2;2;3;3;2;2;3},118,168,980,37128
12n_375,{1;-2;1;2;3;-2;3;2;2;2;3;-2;3},224,316,968,41680
12n_376,{1;3;-2;-2;3;3;-2;-2;3;3;2;1;-2},454,508,1064,35240
12n_377,{1;-2;3;-1;3;-2;-2;1;-2;3;-2;1;-2},514,736,1464,30728
12n_378,{-1;2;2;3;-1;3;-1;-2;-2;-2;-1;2;-3},414,558,928,42168
12n_379,{-1;2;-1;-2;3;-2;-2;-3;1;-3;-2;1;-2},478,580,1412,30490
12n_380,{1;1;2;2;3;1;-2;-2;-3;-3;-2;1;-2},326,422,1164,35016
12n_381,{1;3;4;-3;2;-3;4;2;1;4;3;-2},502,614,1312,9920
12n_382,{-1;3;4;-3;-2;4;3;-2;1;-3;1;-3;2;2},712,984,2584,72128
12n_383,{1;-2;3;4;1;1;2;-3;2;4;3;-4},578,596,1252,10712
12n_384,{-1;2;2;3;1;3;1;2;-3;-4;2;3;-4;3},1222,1376,2704,64080
12n_385,{1;1;-2;3;2;-1;-1;-2;-2;3;1;3;-2},318,408,1158,36118
12n_386,{1;2;2;-3;1;1;2;2;3;3;2;1;2},148,240,1208,33216
12n_387,{1;2;-3;4;2;-3;4;1;1;2;2;2},482,696,872,14068
12n_388,{1;2;-3;4;2;-3;4;1;1;-2;-2;-2},478,708,872,14068
12n_389,{1;-2;3;-4;-2;3;-4;1;1;2;2;2},806,808,872,14068
12n_390,{-1;2;3;-1;3;2;2;-1;2;-3;-2;1;-2},386,476,1464,30728
12n_391,{1;-2;-3;-3;4;-2;-3;1;4;1;-2;-3;-3;-4},950,1212,3288,55920
12n_392,{-1;2;3;-1;3;-4;-2;3;-4;3;2;2;-3;4},1672,1890,3432,54136
12n_393,{-1;-2;3;-4;3;-2;1;1;3;-2;-4;-3;-3;-2},1750,1996,3792,51748
12n_394,{-1;2;3;-4;-1;3;3;2;-3;2;-3;-4;3;-2},870,1464,3452,56200
12n_395,{1;-2;3;-4;-2;3;-1;-1;-2;-2;-3;-3;2;-4},1438,1592,3200,55332
12n_396,{-1;2;-3;4;3;-2;3;-2;-3;-3;-1;4;-3;2},854,1140,3648,54544
12n_397,{-1;2;3;-4;-1;-2;-4;3;-2;3;3;-4},894,968,1120,11024
12n_398,{-1;-4;-3;-3;-2;3;-4;-2;-1;-4;3;2},390,492,1152,10800
12n_399,{-1;4;-3;-3;-2;3;4;-2;-1;4;-3;2},482,560,1152,10800
12n_400,{-1;-4;-3;-3;2;-3;-4;2;-1;-4;3;2},622,740,1152,10800
12n_401,{-1;4;3;3;2;-3;4;2;-1;4;-3;2},558,746,1152,10800
12n_402,{-1;-1;-1;-2;3;-2;-3;-1;-2;3;-2;-1;-3},112,136,1160,40122
12n_403,{{-1;-1;-1;2;-3;-3;-2;1;-2;3;1;2;-1},324,330,1118,40702
12n_404,{1;2;-3;-4;-2;-3;-3;-4;-2;-1;-1;-2;-3;4},376,490,3752,50400
12n_405,{1;3;4;3;-2;3;4;-2;1;4;3;-2},434,600,1312,9920
12n_406,{1;-2;1;2;3;3;3;4;2;-3;2;4;3;3},1052,1190,2374,72614
12n_407,{1;3;3;3;2;-3;2;3;-2;3;2;1;-2},130,156,960,43144
12n_408,{-1;4;4;-3;-2;4;3;-2;-3;2;-3;-2;-1;2},498,584,3048,59856
12n_409,{-1;2;-1;-2;-3;-3;-2;-2;3;3;-2;-2;3},354,578,980,37128
12n_410,{-1;2;2;3;1;1;-2;3;4;-2;-2;-3;4;3},1314,1348,2736,62112
12n_411,{1;-2;-3;-4;3;-4;2;2;-3;2;-3;-1;-1;-2},618,1220,3440,53632
12n_412,{1;-2;-2;-3;-3;-2;1;2;2;2;-3;-2;-2},270,292,774,55148
12n_413,{1;-2;-3;1;-3;1;2;2;-1;2;-3;-2;1},342,390,1234,35950
12n_414,{-1;2;-3;4;-1;-3;2;-3;-2;3;-4;3;-2;4},1010,1080,3984,48720
12n_415,{1;1;-2;-1;3;-2;1;-2;1;3;1;3;-2},348,476,1078,44054
12n_416,{1;-2;-2;-3;1;1;2;2;3;1;3;-2;1},384,542,1152,36728
12n_417,{-1;2;2;1;1;2;2;2;1;1;2;2},82,112,322,25656
12n_418,{-1;2;3;-1;3;3;2;2;2;3;-2;3;3},356,468,694,53396
12n_419,{1;2;2;1;1;2;2;3;3;-2;1;-2;-3},226,388,1164,33928
12n_420,{1;-2;-3;1;1;2;-3;4;-3;2;-3;4},1074,1108,1252,10632
12n_421,{1;-2;-3;4;1;-2;-3;-3;4;-3;-2;4;3;3},968,1580,3156,58032
12n_422,{1;-2;-3;-4;1;-2;3;3;-4;3;-2;-4;3;3},1710,2408,3156,58032
12n_423,{-1;2;-3;4;-1;-2;-3;-3;4;-3;-2;4;3;3},892,1492,3156,58032
12n_424,{1;-2;1;2;3;-2;3;-2;-2;3;-2;3;3},500,604,1026,39220
12n_425,{-1;-2;3;-1;3;-2;1;-2;3;-1;-2;-1;-2},216,248,1536,31048
12n_426,{1;2;3;1;3;2;-1;2;3;1;2;1;2},90,144,1536,31048
12n_427,{1;1;-2;-3;1;2;2;3;1;3;-2;1;-2},370,590,1220,36242
12n_428,{1;3;3;-2;3;3;-2;3;3;3;2;1;-2},318,384,784,54296
12n_429,{-1;-4;-2;3;-2;1;-4;1;3;-2;-4;-3;-3;-2},1582,1848,3488,54620
12n_430,{1;-2;3;3;-2;-1;-1;2;-3;-4;2;3;-4;-3},1094,1212,3456,53008
12n_431,{-1;2;-3;-3;2;1;1;-2;3;-4;-2;3;-4;3},1758,2088,3456,53008
12n_432,{1;2;-3;-4;-2;-2;-3;-1;-3;-4;-1;-2;-3;4},538,622,3192,56880
12n_433,{1;-2;1;2;-3;-4;-2;-4;-3;2;-3;-4;-2;-3},338,380,3268,60728
12n_434,{-1;-4;3;2;2;-4;-3;2;-3;-1;-3;2},846,880,1056,11504
12n_435,{-1;-4;3;3;-2;-2;3;-2;-1;-4;3;2},676,710,1162,10710
12n_436,{-1;2;3;-4;-1;-2;3;-2;-2;-3;-3;-4},594,668,1124,10928
12n_437,{1;-2;1;2;3;3;-4;2;-4;2;-3;-3;-4;-3},416,488,2276,72336
12n_438,{1;-2;3;3;2;2;2;-1;2;-3;-1;-2;1},472,478,1158,36214
12n_439,{-1;-2;-3;1;-3;2;-1;2;-3;1;-2;-1;2},108,204,1536,31048
12n_440,{1;1;-2;1;-3;-2;1;-2;-2;-2;3;3;-2},522,690,902,45438
12n_441,{1;1;-2;-3;1;-2;1;2;2;3;3;2;2},308,374,986,42198
12n_442,{1;-2;-3;1;2;-3;-4;-3;2;-3;2;4;4;4},444,1122,2562,71836
12n_443,{-1;-2;-3;1;-3;2;-1;2;3;1;-2;-1;2},138,236,1536,31048
12n_444,{1;-4;-3;4;-3;-2;1;3;1;-4;3;-2},342,472,1136,12128
12n_445,{1;-2;3;1;-2;3;-4;3;-2;3;2;4;4;4},1350,1532,2562,71836
12n_446,{1;-2;3;4;1;-2;4;-3;4;-3;4;4},802,846,944,13112
12n_447,{1;-2;3;3;-2;1;-2;-2;-2;-3;1;-2;1},524,698,1218,35014
12n_448,{-1;3;4;-2;3;-2;3;-2;4;-3;-3;2;-1;2},854,1668,3792,49712
12n_449,{-1;2;3;-4;-1;3;-2;3;-4;3;-2;3},1266,1300,1468,9416
12n_450,{1;-2;-3;4;1;1;2;-3;2;4;-3;4},1074,1132,1252,10712
