knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
12n_149,{-1;3;-4;-2;-3;-3;-2;3;-4;-3;-3;-2;-1;2},328,572,3296,58544,yes
12n_150,{1;2;2;1;1;2;-3;4;2;-3;4;-3},496,632,1040,11376,yes
12n_151,{1;2;2;1;1;-2;3;-4;-2;3;-4;3},560,824,1040,11376,yes
12n_152,{1;-2;-2;1;1;2;-3;4;2;-3;4;-3},784,784,1040,11376,yes
12n_153,{1;2;1;2;-3;2;2;3;1;3;2;1;2},142,180,1412,30490,yes
12n_154,{-1;2;1;-2;3;-2;-2;-3;1;-3;-2;1;2},246,322,1412,30490,yes
12n_155,{1;2;2;-1;2;3;-2;-2;3;3;2;2;1},328,448,1040,39440,yes
12n_156,{-1;2;3;-4;-1;2;3;2;3;-4;3;2},358,416,1492,8968,yes
12n_157,{1;-2;3;4;1;2;2;-3;4;2;3;-2},602,612,1196,11480,yes
12n_158,{1;-2;-2;1;1;2;-3;2;-3;-4;-3;2;-3;4},920,1256,3048,57904,yes
12n_159,{-1;-2;1;-2;3;-2;-2;-3;1;-3;-2;-1;2},238,266,1412,30490,yes
12n_160,{-1;2;-3;-4;-1;3;-4;-3;4;2;4;-3},270,428,1148,10768,yes
12n_161,{1;-2;-2;1;1;2;-3;4;2;-3;2;4},768,768,1008,12308,yes
12n_162,{1;2;2;1;1;-2;3;-4;-2;3;-2;-4},536,800,1008,12308,yes
12n_163,{1;2;2;1;1;2;-3;4;2;4;-3;4},432,548,904,13048,yes
12n_164,{1;2;2;1;1;-2;3;-4;-2;-4;3;-4},488,716,904,13048,yes
12n_165,{1;-2;-2;1;1;2;-3;4;2;4;-3;4},680,680,904,13048,yes
12n_166,{1;2;2;2;2;-1;2;3;2;2;1;3;3},116,224,652,59800,yes
12n_167,{-1;-2;-2;-2;-2;1;-2;3;2;2;-1;3;3},220,256,652,59800,yes
12n_168,{1;2;2;2;2;-1;2;3;-2;-2;1;3;3},220,408,652,59800,yes
12n_169,{1;2;2;1;1;2;-3;2;3;3;4;-3;4;3},392,524,2128,78976,yes
12n_170,{1;2;2;1;1;-2;3;-2;-3;-3;-4;3;-4;-3},440,668,2128,78976,yes
12n_171,{1;-2;-2;1;1;2;-3;2;3;3;4;-3;4;3},648,648,2128,78976,yes
12n_172,{1;2;2;1;1;2;-3;4;2;-3;2;4},476,620,1008,12308,yes
12n_173,{1;-2;-2;1;1;2;3;-4;3;-2;3;-4;3;-4},1904,1920,3088,57232,yes
12n_174,{1;-2;-2;1;1;2;-3;4;-2;-3;-2;4;-3;4},992,1040,3048,60704,yes
12n_175,{1;2;2;1;1;-2;3;-4;2;3;2;-4;3;-4},688,984,3048,60704,yes
12n_176,{1;2;2;1;1;-2;3;-2;3;4;-3;2;-3;4},740,1340,3048,57904,yes
12n_177,{1;-2;1;2;3;4;4;3;2;2;3;3;-4;3},642,1132,2748,64112,yes
12n_178,{1;3;-4;2;3;2;3;-4;3;-2;-1;-1;-2;-2},668,1040,3376,54944,yes
12n_179,{1;-2;1;2;-3;4;3;-4;3;-4;2;2;3;3;-4;3},1794,2472,8284,314368,yes
12n_180,{-1;2;-3;-1;-3;2;2;-1;2;-3;-2;1;2},412,412,1464,30728,yes
12n_181,{1;-2;3;1;3;-2;1;1;-2;-2;-3;-2;1},374,498,1278,34438,yes
12n_182,{-1;2;3;-4;-1;2;-4;3;2;3;-4;3},434,544,1272,10200,yes
12n_183,{1;-2;3;4;1;2;4;2;-3;4;2;3},684,684,1038,12940,yes
12n_184,{1;-3;-4;-4;-2;3;-2;1;-4;3;1;3;-2;-2},2060,2168,2500,71280,yes
12n_185,{1;1;-2;-3;1;2;2;3;1;3;1;-2;1},270,524,1010,45278,yes
12n_186,{-1;-2;-2;-2;-2;-1;2;3;-2;-2;-1;3;3},272,348,652,59800,yes
12n_187,{1;2;2;2;2;1;-2;3;2;2;1;3;3},172,216,652,59800,yes
12n_188,{1;2;2;3;1;3;1;1;-2;1;-2;-2;-3},420,596,840,46584,yes
12n_189,{1;-3;-2;-2;-2;1;-2;1;3;1;3;2;2},480,552,804,49512,yes
12n_190,{1;-2;-2;-2;1;-2;-1;-1;-1;2;-1;-2},138,138,332,26284,yes
12n_191,{1;1;1;2;2;2;2;-1;-1;2;2;2},152,160,168,48188,yes
12n_192,{-1;-2;-2;-2;-2;-1;-2;3;2;2;-1;3;3},138,200,652,59800,yes
12n_193,{-1;-1;-1;-2;-3;1;-3;1;-2;3;-2;-1;2},192,304,832,54024,yes
12n_194,{1;1;1;-2;3;1;3;1;2;-3;2;-1;2},512,512,832,54024,yes
12n_195,{1;2;2;1;1;-2;-3;-4;-2;-2;-2;3;-4;-3},420,820,2000,83856,yes
12n_196,{1;2;2;1;1;-2;-3;-4;2;2;2;3;-4;-3},448,844,2000,83856,yes
12n_197,{-1;2;2;3;4;-3;1;4;1;-2;3;-2;-2;3},1212,1334,2896,59664,yes
12n_198,{-1;2;-3;-4;-1;3;3;3;-4;2;-3;2},336,560,988,12744,yes
12n_199,{-1;2;-1;-2;-3;-3;-2;-2;-2;-2;3;3;3},240,350,536,65720,yes
12n_200,{1;-2;-3;-4;2;3;-4;-3;-2;3;-1;4;-1;-2},228,384,4080,47568,yes
12n_201,{1;-2;-3;1;2;3;3;-4;2;2;3;3;3;-4},642,880,2190,74548,yes
12n_202,{1;-2;-2;-3;1;-3;1;-2;3;-4;-2;3;-4;-3},1040,1232,2704,64080,yes
12n_203,{1;2;2;3;1;3;1;2;-3;4;2;-3;4;3},780,1056,2704,64080,yes
12n_204,{1;2;2;-3;4;-3;1;-4;1;-2;3;4;4;3},632,796,2800,61872,yes
12n_205,{1;-2;-2;1;1;2;3;-4;3;-2;3;3;-4;3},1600,1600,2592,69296,yes
12n_206,{1;-2;-2;-3;1;-3;4;1;-2;-3;-2;4;-3;2},988,1140,2924,61628,yes
12n_207,{1;2;2;3;1;3;-4;1;2;3;2;-4;3;-2},692,952,2924,61628,yes
12n_208,{-1;-1;-2;-2;3;-2;1;1;1;-2;-3;-3;-2},504,556,936,42176,yes
12n_209,{-1;-1;2;2;-3;2;1;1;1;2;3;3;2},428,428,936,42176,yes
12n_210,{1;2;2;-3;1;-3;-4;1;-2;3;-2;-4;-3;-2},630,820,2924,61628,yes
12n_211,{1;-2;3;1;-2;3;4;-3;2;2;2;-3;-2;-4},616,804,2710,68572,yes
12n_212,{-1;-2;-3;-3;-2;-2;1;1;1;-2;3;-2;-1},362,598,1154,35342,yes
12n_213,{-1;2;3;3;2;2;1;1;1;2;-3;2;-1},474,632,1154,35342,yes
12n_214,{1;2;2;1;1;-2;-3;-4;-2;3;-2;-4;-2;-3},572,1108,2608,69536,yes
12n_215,{-1;2;2;3;1;3;1;-2;3;4;-3;4;-2;3},1200,1292,2832,63088,yes
12n_216,{1;-2;-2;1;1;2;-3;-4;-2;-2;-2;3;-4;-3},856,856,2000,83856,yes
12n_217,{1;2;2;1;1;-2;3;4;2;2;2;-3;4;3},556,820,2000,83856,yes
12n_218,{-1;2;-3;-4;-1;-1;2;3;3;3;-4;-3},336,376,812,15304,yes
12n_219,{-1;2;2;3;-1;-1;-2;3;3;-2;4;-3;2;4},912,1136,2688,64496,yes
12n_220,{-1;2;3;-1;3;3;4;2;3;3;3;4},388,440,684,17520,yes
12n_221,{1;-2;3;1;3;3;4;-2;-3;-3;-3;4},432,600,684,17520,yes
12n_222,{1;2;2;3;1;3;4;1;2;-3;2;4;-3;-2},956,1248,2924,61628,yes
12n_223,{1;-2;-2;3;1;1;-2;3;3;-2;4;-3;2;4},1136,1344,2688,64496,yes
12n_224,{1;-2;3;1;3;3;-4;-2;-3;-3;-3;-4},492,492,684,17520,yes
12n_225,{1;-2;-2;3;1;1;-2;-3;4;2;2;-3;2;4},992,1328,2528,71204,yes
12n_226,{1;-2;-2;1;1;2;3;-4;3;3;-2;3;-4;3},1696,1696,2656,67616,yes
12n_227,{1;-2;-2;1;1;2;-3;4;-3;-2;-3;-2;4;-3},832,880,3240,54736,yes
12n_228,{1;2;2;1;1;-2;3;-4;3;2;3;2;-4;3},594,872,3240,54736,yes
12n_229,{1;-2;3;1;3;3;4;-2;3;3;3;4},366,492,684,17520,yes
12n_230,{-1;2;3;-1;3;-4;5;2;-3;4;-3;4;5},996,1172,2836,19016,yes
12n_231,{-1;2;-3;-1;-3;-4;2;-4;3;-4;3;-4},826,882,1022,11876,yes
12n_232,{-1;2;-1;2;-3;-4;3;-4;3;-4;-2;-4;-2;3},926,1368,2776,65568,yes
12n_233,{1;-2;-1;2;-1;-2;1;-2;-2;-2;-2;-2},42,64,224,38236,yes
12n_234,{1;-2;-2;1;1;2;2;2;2;2;2;2},92,92,100,67820,yes
12n_235,{1;2;2;1;1;-2;-2;-2;-2;-2;-2;-2},40,82,100,67820,yes
12n_236,{-1;-2;-3;1;-3;1;-2;3;-2;-2;-2;-1;2},192,376,864,48960,yes
12n_237,{1;-2;-2;3;3;2;2;2;2;2;1;-2;3},348,380,512,71184,yes
12n_238,{-1;2;2;3;3;-2;-2;-2;-2;-2;-1;2;3},300,388,512,71184,yes
12n_239,{-1;-2;-3;1;-3;1;-2;-2;-2;3;-2;-1;2},212,432,972,43872,yes
12n_240,{1;1;1;-2;-2;3;3;2;2;2;1;-2;3},348,412,680,57240,yes
12n_241,{-1;-1;-1;2;2;3;3;-2;-2;-2;-1;2;3},356,436,680,57240,yes
12n_242,{1;2;2;1;1;2;2;2;2;2;2;2},38,76,100,67820,yes
12n_243,{1;2;2;3;3;2;2;2;2;2;1;-2;3},254,366,512,71184,yes
12n_244,{1;1;1;2;2;3;3;2;2;2;1;-2;3},282,394,680,57240,yes
12n_245,{-1;2;3;4;2;-3;4;3;2;3;1;3;1;2},392,724,3368,57392,yes
12n_246,{1;-2;3;-4;2;3;-4;-3;2;3;-1;3;-1;-2},680,882,3368,57392,yes
12n_247,{1;-2;-2;-3;1;1;2;3;4;3;4;3;2;-3;2;-4},744,880,9040,290304,yes
12n_248,{1;-2;-3;-4;3;-4;-3;4;2;4;-1;-3;-1;-2},300,632,3240,56160,yes
12n_249,{1;-2;-2;1;1;2;2;2;3;4;-2;-3;4;3},696,696,1808,90240,yes
12n_250,{1;2;2;1;1;-2;-2;-2;-3;-4;2;3;-4;-3},400,676,1808,90240,yes
12n_251,{1;2;2;1;1;2;2;2;3;4;-2;-3;4;3},364,568,1808,90240,yes
12n_252,{1;-3;-3;-2;3;-2;-4;3;3;3;1;-4;-3;-2},648,696,2336,81200,yes
12n_253,{-1;-2;-3;-3;-2;-2;-3;2;-1;-3;2;2;2},172,388,936,42624,yes
12n_254,{1;-2;1;2;3;3;-2;-2;1;1;3;2;2},288,468,1154,35060,yes
12n_255,{1;-2;-2;-3;1;1;2;2;3;3;4;-2;-3;4},1132,1260,2508,64732,yes
12n_256,{1;2;2;3;1;1;-2;-2;-3;-3;-4;2;3;-4},888,1198,2508,64732,yes
12n_257,{-1;2;-1;-2;3;3;2;2;-1;-1;3;-2;-2},302,368,1154,35060,yes
12n_258,{1;2;2;-3;4;1;1;2;-3;-2;-4;-3;-3;-4},420,556,3024,57908,yes
12n_259,{1;2;2;2;3;3;-2;1;2;2;2;-3;-1;2;1},724,874,2426,238774,yes
12n_260,{1;-2;-3;-4;2;2;2;-3;-4;-3;-2;3;-1;4;-1;-2},452,932,7712,350784,yes
12n_261,{-1;2;3;-1;3;3;-4;2;3;3;3;-4},396,548,684,17520,yes
12n_262,{-1;2;-1;-2;-3;-3;2;-3;-4;2;3;3;3;-4},798,1200,2250,74564,yes
12n_263,{1;-2;-2;-3;4;1;1;2;-3;2;4;-3;4;3},1624,1752,3288,55344,yes
12n_264,{1;2;2;3;-4;1;1;-2;3;-2;-4;3;-4;-3},1264,1660,3288,55344,yes
12n_265,{-1;2;-3;-4;-1;3;3;3;-4;-2;3;-2;3;3},876,1756,2316,78696,yes
12n_266,{1;-2;-2;-3;1;-3;1;2;-3;4;2;-3;4;3},1456,1520,2704,64080,yes
12n_267,{1;2;2;3;1;3;1;-2;3;-4;-2;3;-4;-3},1120,1416,2704,64080,yes
12n_268,{-1;5;4;-3;4;3;-2;-2;-3;5;-4;-3;2;-1;2},1776,2148,8608,92568,yes
12n_269,{-1;2;-1;2;3;4;4;3;-2;-2;-3;4;-3;-4},736,924,3168,57616,yes
12n_270,{-1;2;-1;2;3;-4;-3;-3;-2;-2;3;-4;-3;-3},750,928,2558,69956,yes
12n_271,{-1;2;3;-1;-2;-2;3;-2;3;-4;3;-4},798,962,1078,11348,yes
12n_272,{-1;2;3;-1;-2;-2;3;-4;-2;3;-4;-4},750,898,1006,12388,yes
12n_273,{1;-2;1;-2;-3;4;2;2;2;2;-3;4},340,550,620,19480,yes
12n_274,{-1;2;-3;2;1;1;2;3;-4;3;-2;-4;-3;4},1024,1024,3972,48540,yes
12n_275,{1;3;-4;-3;2;-3;-4;-2;1;-4;3;-2},372,432,1312,9920,yes
12n_276,{-1;-2;-2;1;-2;-2;-3;-1;-3;-2;1;-2;-3},302,316,1228,34024,yes
12n_277,{1;1;2;2;2;-1;-3;-2;1;-2;-3;-3;2},314,392,1034,38766,yes
12n_278,{1;-2;1;2;-3;4;2;4;-3;-3;2;-4;-3;-4},770,870,3010,62564,yes
12n_279,{-1;2;-1;2;-3;-3;4;2;-3;2;-3;2;4;3},2624,2624,3424,53408,yes
12n_280,{-1;2;3;4;-1;2;-3;2;-3;4;3;2},320,400,1492,8968,yes
12n_281,{-1;2;-1;2;-3;-4;2;-4;3;3;2;-4;3;-4},1226,1450,3010,62564,yes
12n_282,{-1;2;-3;-4;-1;-2;3;-2;3;-4;-3;2},434,464,1492,8968,yes
12n_283,{-1;2;3;-4;-1;2;3;2;-4;3;2;-4},442,476,1350,10676,yes
12n_284,{{-1;2;2;-1;2;2;-3;-1;-3;2;-1;2;3},876,876,1228,34024,yes
12n_285,{-1;2;3;-1;-2;3;4;3;-2;3;2;4},286,362,1378,9580,yes
12n_286,{-1;4;2;3;-2;3;4;-3;2;-1;-3;2},360,596,1488,9024,yes
12n_287,{-1;2;-3;-1;2;-3;-4;-3;2;-3;2;-4},502,578,1378,9580,yes
12n_288,{1;-2;1;2;3;3;-4;2;-4;2;-3;-3;4;-3},888,1176,2276,72336,yes
12n_289,{1;-2;1;2;3;3;4;2;4;2;3;3;-4;3},948,1176,2276,72336,yes
12n_290,{1;-2;-2;1;1;1;2;-3;2;2;1;3;3},402,460,836,44992,yes
12n_291,{-1;-2;-2;-1;-1;-1;2;-3;2;2;-1;3;3},328,552,836,44992,yes
12n_292,{1;2;2;1;1;1;2;-3;2;2;1;3;3},250,400,836,44992,yes
12n_293,{-1;2;3;1;3;2;-1;2;3;1;2;-1;2},120,180,1536,31048,yes
12n_294,{-1;2;-1;2;3;-4;2;2;2;2;3;-4},284,474,620,19480,yes
12n_295,{-1;2;-3;4;-1;-3;4;-2;-2;-2;-3;2},648,700,956,13320,yes
12n_296,{-1;2;3;-4;-1;3;-4;2;2;2;3;2},384,412,956,13320,yes
12n_297,{-1;2;-1;2;-3;4;-5;2;3;-2;3;2;4;3;-5},1728,1888,8136,99768,yes
12n_298,{-1;2;3;-4;3;-2;3;-2;-1;-4;3;2},816,876,1616,8432,yes
12n_299,{-1;2;-1;2;3;4;2;4;3;-2;3;-4;2;3},480,708,3268,60728,yes
12n_300,{-1;2;-3;4;-1;-2;4;-2;-2;-3;2;4},492,516,744,18096,yes
12n_301,{-1;2;3;-4;-1;2;-4;2;2;3;2;-4},340,388,744,18096,yes
12n_302,{-1;2;-1;2;-3;4;2;4;3;-2;3;-4;2;-3},684,890,3268,60728,yes
12n_303,{1;-2;1;2;-3;-3;2;2;3;3;3;3;3},284,284,444,77024,yes
12n_304,{-1;-1;-1;-2;-2;-1;2;-3;2;2;-1;3;3},256,344,740,52576,yes
12n_305,{1;-2;1;2;3;3;2;2;3;3;3;3;3},154,248,444,77024,yes
12n_306,{1;-2;1;2;-3;-3;2;2;3;3;3;4;-3;4},820,820,1660,95504,yes
12n_307,{-1;2;2;-3;-4;3;1;-4;-3;1;-2;-2;-3;2},556,720,2704,64080,yes
12n_308,{1;-2;1;2;3;3;2;2;3;3;3;4;-3;4},506,712,1660,95504,yes
12n_309,{1;-2;1;2;3;3;2;2;-3;-3;-3;-3;-3},164,270,444,77024,yes
12n_310,{1;-2;1;2;3;3;2;2;-3;-3;-3;-4;3;-4},556,822,1660,95504,yes
12n_311,{{1;-2;3;-4;2;3;-4;-3;2;3;-1;-4;-1;-2},548,720,4080,47568,yes
12n_312,{-1;2;-3;4;-1;-3;4;2;-3;2;3;3},860,860,1180,10920,yes
12n_313,{1;2;-3;-3;2;-1;-1;-2;3;4;-2;-3;4;3},912,1052,3456,53008,yes
12n_314,{{-1;2;-3;-1;-3;2;-1;2;3;-1;2;-1;2},508,900,1536,31048,yes
12n_315,{1;-2;3;3;2;-1;2;-3;-1;-1;-1;-2;1},450,506,1070,42262,yes
12n_316,{1;-2;1;2;-3;2;2;-3;2;2;3;3;3},470,470,746,53076,yes
12n_317,{1;1;-2;1;-3;-2;1;-2;3;3;-2;-2;-2},404,610,902,46686,yes
12n_318,{-1;-2;-3;1;-3;2;2;-1;2;-3;-2;-1;2},114,212,1464,30728,yes
12n_319,{1;-2;3;3;-2;1;-2;-3;1;1;1;-2;1},534,750,1070,42262,yes
12n_320,{1;-2;-3;1;-3;2;2;-1;2;-3;-2;1;-2},368,456,1464,30728,yes
12n_321,{-1;2;3;1;3;2;-1;2;3;1;-2;1;2},168,234,1536,31048,yes
12n_322,{1;-2;3;1;3;-4;-2;-3;2;4;-3;-4},402,402,1270,10358,yes
12n_323,{-1;-2;1;-2;-1;3;-2;1;-2;3;-1;3;2},214,242,1520,30160,yes
12n_324,{-1;-2;3;3;-2;1;1;-2;3;4;-2;-3;4;3},1464,1664,3456,53008,yes
12n_325,{1;-2;3;-1;3;-2;1;-2;3;1;-2;1;-2},564,756,1536,31048,yes
12n_326,{1;2;2;3;1;3;1;-2;-2;1;-2;-3;1},426,672,1056,39472,yes
12n_327,{-1;-1;-1;3;2;2;-1;2;-3;-1;-3;-2;-2},384,408,756,53640,yes
12n_328,{1;2;3;1;3;2;2;-1;2;3;2;1;2},100,212,1464,30728,yes
12n_329,{-1;-2;-2;-3;-1;-1;2;-1;-2;-2;-3;-3;2},222,486,1088,36216,yes
12n_330,{1;-2;-3;-3;2;-1;2;2;2;3;1;-2;1},474,566,1218,35014,yes
12n_331,{-1;-2;-2;-1;-1;-2;-3;2;-3;4;3;-2;3;4},448,520,3048,57904,yes
12n_332,{-1;2;-1;-2;3;-4;-3;-3;-2;-2;3;-4;-3;-3},538,732,2558,69956,yes
12n_333,{1;-2;1;2;-3;-4;-4;-3;2;2;3;-4;3;4},744,776,3168,57616,yes
12n_334,{1;4;-3;2;-3;4;3;-2;3;-2;-1;-1;-2;-2},748,1088,3172,58480,yes
12n_335,{-1;-1;-2;1;3;2;2;2;-1;2;3;3;-2},414,504,978,42438,yes
12n_336,{-1;-4;3;-2;-4;-2;3;2;-1;-3;-1;4;-3;2},764,978,3304,56288,yes
12n_337,{1;4;-3;-2;3;-2;-1;-1;4;-3;2;-3;-3;2},1228,1554,3328,57680,yes
12n_338,{1;-2;1;2;3;3;3;3;2;2;3;3;3},222,272,520,68528,yes
12n_339,{1;2;2;2;2;1;-2;3;-2;-2;1;-3;-3},324,412,652,59800,yes
12n_340,{1;-2;1;2;-3;-3;-3;-3;2;2;3;3;3},296,296,520,68528,yes
12n_341,{1;-2;1;2;3;4;-3;4;3;2;2;3;3;3},402,608,2224,77088,yes
12n_342,{1;-2;-2;-1;-1;-2;3;4;2;2;2;-3;4;3},666,700,2000,83856,yes
12n_343,{1;-2;1;2;-3;-4;3;-4;-3;2;2;3;3;3},672,704,2224,77088,yes
12n_344,{-1;-1;-1;2;2;2;-1;-1;-2;-2;-2;-2},138,138,162,49592,yes
12n_345,{1;1;1;2;2;2;1;1;-2;-2;-2;-2},106,130,162,49592,yes
12n_346,{1;-3;-3;1;-2;-2;-3;-2;1;2;2;2;2},116,168,508,76200,yes
12n_347,{-1;2;-1;-2;-3;-3;-3;-3;-2;-2;3;3;3},264,326,520,68528,yes
12n_348,{1;-2;-3;1;2;-3;-2;-4;-2;-2;3;-4},558,622,914,13396,yes
12n_349,{-1;-4;3;-2;-2;-4;-2;-3;2;-1;-3;2},624,676,976,12512,yes
12n_350,{-1;4;-3;-2;-2;4;-2;-3;2;-1;-3;2},600,724,976,12512,yes
12n_351,{-1;-4;3;2;2;-4;2;-3;2;-1;-3;2},816,832,976,12512,yes
12n_352,{-1;2;3;-4;-1;3;-4;-2;3;-2;3;3},1020,1068,1180,10920,yes
12n_353,{-1;-3;-3;-2;3;-2;4;-3;-1;4;-3;2},572,652,1200,11024,yes
12n_354,{-1;2;3;-4;-1;3;-4;2;-3;2;-3;-3},704,860,1180,10920,yes
12n_355,{-1;-2;3;-4;-2;-3;-1;2;-3;2;-4;3},516,604,1616,8484,yes
12n_356,{-1;4;-3;2;-3;4;-3;-2;-1;4;3;2},496,520,1560,8720,yes
12n_357,{-1;2;-3;2;-3;2;-4;1;1;2;-3;2;3;-4},1316,1460,3952,47520,yes
12n_358,{{-1;2;-3;-1;-3;2;-1;2;3;-1;-2;1;-2},328,596,1536,31048,yes
12n_359,{-1;5;-4;-4;3;3;-2;4;3;-2;-1;5;-4;-3;2},1532,2198,8240,94684,yes
12n_360,{-1;4;3;-2;3;-4;3;2;-1;4;-3;2},548,582,1560,8720,yes
12n_361,{-1;2;3;2;3;2;-4;1;1;2;-3;2;3;-4},510,572,3952,47520,yes
12n_362,{{1;-2;-3;-3;2;-1;2;1;-2;-2;3;-2;1},286,466,1470,29886,yes
12n_363,{-1;2;-3;4;-1;2;-3;-2;4;-2;-3;-3},556,660,1072,12016,yes
12n_364,{-1;4;3;3;-2;3;-2;3;-4;3;-2;-1;3;2},1808,1960,3520,56736,yes
12n_365,{-1;4;-3;-3;2;-3;2;-3;-4;3;-2;-1;3;2},1176,1380,3520,56736,yes
12n_366,{-1;-2;-2;-3;2;-3;-1;-3;-2;-2;-3;-3;2},308,436,1052,36848,yes
12n_367,{-1;-4;-2;3;-2;-2;1;1;-4;2;3;-2;3;2},792,968,3028,61664,yes
12n_368,{1;1;1;2;2;3;1;3;1;-2;1;-2;-3},396,464,824,49728,yes
12n_369,{1;-3;-2;1;-2;-2;-2;1;3;1;3;2;2},476,536,820,48720,yes
12n_370,{1;-2;-2;1;2;-3;2;2;1;3;3;-2;-2},344,404,1066,38540,yes
12n_371,{1;-2;-3;1;-3;2;2;-1;2;3;2;-1;2},190,476,1464,30728,yes
12n_372,{1;1;1;2;2;3;-1;3;-1;2;-1;2;-3},482,596,824,49728,yes
12n_373,{1;2;2;3;-1;3;2;2;1;1;-2;-3;1},304,484,1116,37120,yes
12n_374,{1;-2;1;2;3;3;2;2;3;3;2;2;3},120,168,980,37128,yes
12n_375,{1;-2;1;2;3;-2;3;2;2;2;3;-2;3},226,316,968,41680,yes
12n_376,{1;3;-2;-2;3;3;-2;-2;3;3;2;1;-2},456,508,1064,35240,yes
12n_377,{1;-2;3;-1;3;-2;-2;1;-2;3;-2;1;-2},516,736,1464,30728,yes
12n_378,{-1;2;2;3;-1;3;-1;-2;-2;-2;-1;2;-3},416,558,928,42168,yes
12n_379,{-1;2;-1;-2;3;-2;-2;-3;1;-3;-2;1;-2},480,580,1412,30490,yes
12n_380,{1;1;2;2;3;1;-2;-2;-3;-3;-2;1;-2},328,422,1164,35016,yes
12n_381,{1;3;4;-3;2;-3;4;2;1;4;3;-2},504,614,1312,9920,yes
12n_382,{-1;3;4;-3;-2;4;3;-2;1;-3;1;-3;2;2},714,984,2584,72128,yes
12n_383,{1;-2;3;4;1;1;2;-3;2;4;3;-4},580,596,1252,10712,yes
12n_384,{-1;2;2;3;1;3;1;2;-3;-4;2;3;-4;3},1224,1376,2704,64080,yes
12n_385,{1;1;-2;3;2;-1;-1;-2;-2;3;1;3;-2},320,408,1158,36118,yes
12n_386,{1;2;2;-3;1;1;2;2;3;3;2;1;2},150,240,1208,33216,yes
12n_387,{1;2;-3;4;2;-3;4;1;1;2;2;2},484,696,872,14068,yes
12n_388,{1;2;-3;4;2;-3;4;1;1;-2;-2;-2},480,708,872,14068,yes
12n_389,{1;-2;3;-4;-2;3;-4;1;1;2;2;2},808,808,872,14068,yes
12n_390,{-1;2;3;-1;3;2;2;-1;2;-3;-2;1;-2},388,476,1464,30728,yes
12n_391,{1;-2;-3;-3;4;-2;-3;1;4;1;-2;-3;-3;-4},952,1212,3288,55920,yes
12n_392,{-1;2;3;-1;3;-4;-2;3;-4;3;2;2;-3;4},1674,1890,3432,54136,yes
12n_393,{-1;-2;3;-4;3;-2;1;1;3;-2;-4;-3;-3;-2},1752,1996,3792,51748,yes
12n_394,{-1;2;3;-4;-1;3;3;2;-3;2;-3;-4;3;-2},872,1464,3452,56200,yes
12n_395,{1;-2;3;-4;-2;3;-1;-1;-2;-2;-3;-3;2;-4},1440,1592,3200,55332,yes
12n_396,{-1;2;-3;4;3;-2;3;-2;-3;-3;-1;4;-3;2},856,1140,3648,54544,yes
12n_397,{-1;2;3;-4;-1;-2;-4;3;-2;3;3;-4},896,968,1120,11024,yes
12n_398,{-1;-4;-3;-3;-2;3;-4;-2;-1;-4;3;2},392,492,1152,10800,yes
12n_399,{-1;4;-3;-3;-2;3;4;-2;-1;4;-3;2},484,560,1152,10800,yes
12n_400,{-1;-4;-3;-3;2;-3;-4;2;-1;-4;3;2},624,740,1152,10800,yes
12n_401,{-1;4;3;3;2;-3;4;2;-1;4;-3;2},560,746,1152,10800,yes
12n_402,{-1;-1;-1;-2;3;-2;-3;-1;-2;3;-2;-1;-3},114,136,1160,40122,yes
12n_403,{{-1;-1;-1;2;-3;-3;-2;1;-2;3;1;2;-1},326,330,1118,40702,yes
12n_404,{1;2;-3;-4;-2;-3;-3;-4;-2;-1;-1;-2;-3;4},378,490,3752,50400,yes
12n_405,{1;3;4;3;-2;3;4;-2;1;4;3;-2},436,600,1312,9920,yes
12n_406,{1;-2;1;2;3;3;3;4;2;-3;2;4;3;3},1054,1190,2374,72614,yes
12n_407,{1;3;3;3;2;-3;2;3;-2;3;2;1;-2},132,156,960,43144,yes
12n_408,{-1;4;4;-3;-2;4;3;-2;-3;2;-3;-2;-1;2},500,584,3048,59856,yes
12n_409,{-1;2;-1;-2;-3;-3;-2;-2;3;3;-2;-2;3},356,578,980,37128,yes
12n_410,{-1;2;2;3;1;1;-2;3;4;-2;-2;-3;4;3},1316,1348,2736,62112,yes
12n_411,{1;-2;-3;-4;3;-4;2;2;-3;2;-3;-1;-1;-2},620,1220,3440,53632,yes
12n_412,{1;-2;-2;-3;-3;-2;1;2;2;2;-3;-2;-2},272,292,774,55148,yes
12n_413,{1;-2;-3;1;-3;1;2;2;-1;2;-3;-2;1},344,390,1234,35950,yes
12n_414,{-1;2;-3;4;-1;-3;2;-3;-2;3;-4;3;-2;4},1012,1080,3984,48720,yes
12n_415,{1;1;-2;-1;3;-2;1;-2;1;3;1;3;-2},350,476,1078,44054,yes
12n_416,{1;-2;-2;-3;1;1;2;2;3;1;3;-2;1},386,542,1152,36728,yes
12n_417,{-1;2;2;1;1;2;2;2;1;1;2;2},84,112,322,25656,yes
12n_418,{-1;2;3;-1;3;3;2;2;2;3;-2;3;3},358,468,694,53396,yes
12n_419,{1;2;2;1;1;2;2;3;3;-2;1;-2;-3},228,388,1164,33928,yes
12n_420,{1;-2;-3;1;1;2;-3;4;-3;2;-3;4},1076,1108,1252,10632,yes
