knot name,braid rep,min cell count from kht++,greedy matching cell count,lex matching cell count,total cell count of delooped complex,mgr acyclic
11a_71,{1;1;3;3;-2;3;-2;1;-2;1;-2},408,408,408,7256,yes
11a_72,{1;1;3;-2;3;-2;-2;3;-2;1;-2},438,438,438,6788,yes
11a_73,{-1;2;-1;2;-1;2;-1;2;-3;2;-3},508,508,508,5776,yes
11a_74,{-1;2;-1;2;2;2;-3;2;2;2;-3},228,228,228,12434,yes
11a_75,{-1;2;-1;2;2;2;2;3;-2;-4;3;-4},478,478,548,21040,yes
11a_76,{-1;-1;2;2;-3;-1;2;-3;2;-1;2},500,500,500,6018,yes
11a_77,{-1;-1;-1;-2;1;-2;3;-2;3;-4;3;-4},606,606,746,16076,yes
11a_78,{1;1;1;2;-1;2;-3;2;2;-4;3;-2;-4;-3},752,824,1980,94436,yes
11a_79,{-1;-1;-3;2;-3;2;-1;2;-1;-1;2},434,434,434,6668,yes
11a_80,{-1;-1;-3;2;-3;2;2;-1;2;-1;2},412,412,412,6992,yes
11a_81,{-1;2;-1;2;2;-1;2;2;-3;2;-3},366,366,366,8052,yes
11a_82,{1;1;-2;1;-2;-2;3;-2;-2;-2;3},258,258,258,11126,yes
11a_83,{1;1;1;-2;1;1;-2;3;-2;3;3},266,266,266,10652,yes
11a_84,{1;1;-2;1;-2;-2;-2;-3;2;4;-3;4},540,540,638,18676,yes
11a_85,{1;1;1;2;-1;-3;2;-3;4;-3;4;4},570,570,686,17716,yes
11a_86,{-1;-1;2;2;2;2;-1;2;-3;2;-3},252,252,252,10880,yes
11a_87,{1;1;2;-1;2;2;3;-2;-4;-3;2;-3;-3;-4},742,742,2138,83262,yes
11a_88,{-1;-1;-1;2;2;2;-1;2;-3;2;-3},264,264,264,10466,yes
11a_89,{-1;2;-1;2;2;2;3;-2;3;-4;3;-4},578,578,698,17036,yes
11a_90,{-1;-1;-1;2;-1;2;3;-2;3;-4;3;-4},530,530,746,16076,yes
11a_91,{-1;-1;2;-1;2;2;3;-2;3;-4;3;-4},612,612,780,15440,yes
11a_92,{-1;-1;-1;2;-1;-1;2;2;-3;2;-3},258,258,258,10820,yes
11a_93,{-1;-1;-1;-2;1;3;-2;3;3;-4;3;-4},548,548,660,18544,yes
11a_94,{1;1;1;1;2;2;-1;2;2;3;-2;3;3},322,322,454,82844,yes
11a_95,{1;1;1;2;-1;2;2;3;-2;3;4;-3;4;4},648,648,1424,116984,yes
11a_96,{-1;2;-1;2;-3;2;4;-3;-5;4;-5},982,982,982,3714,yes
11a_97,{-1;-1;-2;1;3;3;3;-2;3;-4;3;-4},564,564,714,17596,yes
11a_98,{-1;-1;-2;1;3;-2;3;4;-3;4;-5;4;-5},1198,1198,2180,23998,yes
11a_99,{-1;2;-1;2;-3;2;2;-3;2;2;-3},402,402,402,7332,yes
11a_100,{1;1;-2;1;3;2;2;2;3;-4;3;-4},582,610,782,15052,yes
11a_101,{1;1;1;4;3;3;-2;3;4;-2;-2;-3;-1;2},1064,1218,2072,83868,yes
11a_102,{1;1;-2;1;3;-2;-1;-4;3;-2;3;3;3;-4},932,1196,2460,78600,yes
11a_103,{1;1;-5;-3;4;-5;-2;-3;4;2;2;-3;2;-1;2},1916,3668,6684,121552,yes
11a_104,{1;1;1;-4;-2;3;-4;-2;3;-1;-2;3;-1;2},1002,1112,2802,69270,yes
11a_105,{1;1;1;-2;1;3;2;2;2;-4;3;-4},510,510,618,19164,yes
11a_106,{1;1;-2;1;3;-2;-2;-2;-2;3;3},244,244,244,10936,yes
11a_107,{-1;-1;-2;1;-2;-2;-3;2;4;3;3;3;4;4},648,710,1522,107164,yes
11a_108,{1;1;-2;-2;-2;1;-2;-2;3;-2;3},266,266,266,10622,yes
11a_109,{1;1;-2;1;-2;3;-2;-2;-2;3;3},284,284,284,9842,yes
11a_110,{1;1;-2;1;-2;-3;2;-3;-3;4;-3;4},544,544,782,15476,yes
11a_111,{1;1;-2;1;-2;-2;-3;2;4;-3;4;4},578,578,718,17044,yes
11a_112,{-1;-1;-3;2;2;2;-1;2;-3;-1;2},368,368,368,7656,yes
11a_113,{-1;-1;-1;2;-1;-1;-3;2;-1;2;-3},332,332,332,9234,yes
11a_114,{1;1;1;-4;-4;3;-2;3;-4;2;2;3;-1;2},804,804,2096,84300,yes
11a_115,{1;1;1;4;3;-2;3;4;-2;-2;-2;-3;-1;2},960,1170,1920,90036,yes
11a_116,{1;1;1;4;4;3;-2;3;4;1;-2;-3;-1;2},668,778,2248,86706,yes
11a_117,{1;1;1;2;-1;2;-3;2;4;-3;4;4},556,556,684,17680,yes
11a_118,{-1;2;-1;2;3;-2;3;-4;3;3;3;-4},564,564,804,15200,yes
11a_119,{-1;2;-1;2;3;-2;3;3;4;-3;-5;4;-5},1178,1178,2084,24958,yes
11a_120,{-1;-1;-1;-2;1;-2;-2;3;-2;-4;3;-4},524,524,652,18352,yes
11a_121,{-1;2;-1;-3;2;-3;4;-3;-5;4;-5},988,988,988,3734,yes
11a_122,{-1;-1;-2;1;3;-2;-2;-4;3;-2;3;-4},796,796,1028,12338,yes
11a_123,{1;1;1;2;-1;2;3;-2;3;2;-4;3;-2;3;4;4},950,1314,5620,456850,yes
11a_124,{1;1;1;2;2;-3;2;-1;2;3;3;3;2},490,498,774,51662,yes
11a_125,{1;1;-2;3;3;-2;1;-2;3;1;-2},520,520,520,5986,yes
11a_126,{1;1;-2;-2;3;-2;1;-2;3;3;-2},436,436,436,6752,yes
11a_127,{1;1;-2;1;1;-2;1;3;-2;3;3},358,358,358,8396,yes
11a_128,{1;-2;-1;3;-2;-1;3;-2;-4;3;5;-4;5},1264,1354,3176,17824,yes
11a_129,{-1;-1;-1;2;-3;-1;2;-3;-1;-1;2},344,344,344,9248,yes
11a_130,{-1;-1;3;-4;-2;3;-4;-2;-2;3;1;-2},988,988,1124,11484,yes
11a_131,{-1;-1;-3;2;2;-1;2;-3;-1;-1;2},384,384,384,7512,yes
11a_132,{1;1;1;-4;3;-4;-2;3;-1;-2;3;1;1;-2},700,926,2080,96364,yes
11a_133,{1;1;2;-1;-3;2;4;3;3;3;-5;4;-5},1170,1170,1788,28462,yes
11a_134,{1;1;-2;1;3;2;2;2;-4;3;-4;-4},560,560,680,17808,yes
11a_135,{-1;2;-1;2;-3;2;-1;2;3;-4;3;-4},1080,1080,1320,9916,yes
11a_136,{-1;-1;-2;3;-2;1;-2;-4;3;-2;3;-4},1088,1092,1264,10504,yes
11a_137,{-1;-1;2;-1;2;1;3;-2;-1;-4;3;-2;-4;3},1006,1188,3524,55096,yes
11a_138,{1;1;-2;1;-2;1;3;-2;-1;3;-2;-4;3;-4},1188,1644,3244,59260,yes
11a_139,{1;1;1;-2;1;3;-2;-2;-2;3;3},250,250,250,10846,yes
11a_140,{1;1;1;-2;1;-2;-3;2;4;-3;4;4},504,504,684,17680,yes
11a_141,{-1;-1;2;-1;2;-1;2;3;-2;-4;3;-4},748,748,1000,12444,yes
11a_142,{-1;-1;-1;-1;2;-1;-1;-1;-3;2;-3},186,186,186,15094,yes
11a_143,{-1;-1;-2;1;-2;3;-2;-2;-2;-4;3;-4},534,534,708,17440,yes
11a_144,{-1;-1;-1;-1;-1;-2;1;3;-2;-4;3;-4},400,400,452,24240,yes
11a_145,{-1;-1;-2;1;-2;-2;-3;2;4;-3;-5;4;-5},1148,1148,1886,27138,yes
11a_146,{-1;-1;-1;-3;2;2;-1;2;-3;-1;2},350,350,350,8142,yes
11a_147,{1;1;-2;1;3;-2;1;3;3;-2;-2},398,398,398,7862,yes
11a_148,{1;1;2;-1;3;-2;1;3;2;2;4;-3;-5;4;-5},1772,2396,6638,118870,yes
11a_149,{-1;2;-1;2;3;3;-4;3;-2;3;-4;3},1010,1010,1150,11486,yes
11a_150,{-1;-1;-4;-2;3;-4;-2;1;-2;3;-2;-2},836,836,976,13924,yes
11a_151,{-1;-1;-1;2;-1;-3;2;-1;-3;2;2},350,350,350,8774,yes
11a_152,{-1;-1;-2;1;3;-2;-4;3;-2;-4;3;3},814,814,1046,12310,yes
11a_153,{1;1;1;2;-1;-3;2;4;-3;-3;-3;4},534,534,642,18324,yes
11a_154,{1;1;1;2;-1;-3;2;-3;-4;3;5;-4;5},1108,1108,1822,28514,yes
11a_155,{-1;-1;-2;1;3;2;-1;-4;-3;2;2;-3;-3;-4},994,1060,2942,63246,yes
11a_156,{-1;-1;-1;2;-1;-1;-3;2;2;2;-3},246,246,246,11308,yes
11a_157,{-1;-1;2;-1;-1;2;2;-1;-3;2;-3},384,384,384,7418,yes
11a_158,{1;1;-2;-2;3;-2;-2;1;-2;3;-2},400,400,400,7952,yes
11a_159,{1;1;-2;1;3;-2;-4;3;5;-4;5},892,892,892,4054,yes
11a_160,{1;1;-2;1;3;-2;-2;3;-2;-2;3},386,386,386,7484,yes
11a_161,{-1;-1;-1;2;-1;-1;2;3;-2;-4;3;-4},510,510,706,17104,yes
11a_162,{-1;-1;2;-1;2;-1;-3;2;-1;-3;2},512,512,512,6120,yes
11a_163,{-1;2;-1;-3;2;2;-1;2;2;2;-3},370,370,370,8004,yes
11a_164,{-1;-3;2;-3;-1;2;2;-1;2;-1;2},494,494,494,6038,yes
11a_165,{1;1;-2;1;3;-2;-2;-2;3;4;-3;4},538,538,782,15052,yes
11a_166,{1;1;-2;1;-2;-3;2;4;-3;4;5;-4;5},1140,1140,2174,23938,yes
11a_167,{-1;-4;3;-4;-2;3;2;-1;2;2;-1;2},708,728,1116,11468,yes
11a_168,{1;1;-4;3;-4;-2;-3;-3;2;2;-3;2;-1;2},1298,1698,2586,67420,yes
11a_169,{-1;-1;-4;3;3;-2;3;-4;-2;3;1;-2},878,878,1078,12054,yes
11a_170,{1;1;-2;3;-2;1;-2;3;-2;3;-2},532,532,532,5832,yes
11a_171,{1;1;-2;1;3;-2;3;-2;3;-2;3},480,480,480,6168,yes
11a_172,{1;1;-4;3;3;-2;3;-4;-1;-2;3;1;1;-2},750,1094,2450,85548,yes
11a_173,{1;1;1;-2;1;3;-2;-1;-4;3;-2;3;-4;3},1036,1328,2792,71576,yes
11a_174,{1;1;-2;1;-2;-2;-2;-2;3;-2;3},204,204,204,12986,yes
11a_175,{1;1;-2;1;-2;-2;-2;3;-2;3;3},238,238,238,11534,yes
11a_176,{1;1;1;-2;1;-2;-2;3;-2;3;3},244,244,244,11354,yes
11a_177,{1;1;1;1;-2;1;-2;3;-2;3;3},222,222,222,12206,yes
11a_178,{1;1;-2;1;-2;3;-2;3;3;4;-3;4},618,618,782,15476,yes
11a_179,{-1;2;-1;2;2;2;2;2;-3;2;-3},170,170,170,14726,yes
11a_180,{-1;-1;-1;2;-1;2;2;2;-3;2;-3},218,218,218,12518,yes
11a_181,{1;1;2;-1;2;2;-3;2;2;-4;3;-2;-4;-3},712,784,2036,93692,yes
11a_182,{-1;-1;-1;-1;-1;2;-1;2;-3;2;-3},186,186,186,13766,yes
11a_183,{-1;-1;-2;1;-2;-2;3;-2;3;-4;3;-4},582,582,780,15440,yes
11a_184,{-1;-1;-1;-1;2;-1;2;2;-3;2;-3},212,212,212,12698,yes
11a_185,{-1;-1;-2;1;-2;3;-2;3;3;-4;3;-4},592,592,782,15476,yes
11a_186,{1;1;1;2;-1;2;2;2;2;3;-2;3;3},252,252,370,98006,yes
11a_187,{1;1;3;-4;2;3;-4;-2;-2;3;-2;-2;1;-2},772,1412,2420,81284,yes
11a_188,{-1;-1;-2;1;3;-2;3;3;3;-4;3;-4},502,502,644,18832,yes
11a_189,{-1;-1;-3;2;-3;2;-1;2;-1;2;2},406,406,406,7286,yes
11a_190,{1;1;-2;1;-2;-2;3;-2;3;4;-3;4},560,560,780,15440,yes
11a_191,{1;1;1;1;1;2;-1;2;2;3;-2;3;3},240,240,354,100022,yes
11a_192,{1;1;1;2;-1;2;2;3;-2;3;3;4;-3;4},684,684,1362,121796,yes
11a_193,{-1;-1;-1;-1;-2;1;3;-2;3;-4;3;-4},514,514,596,19792,yes
11a_194,{-1;-1;-1;2;-1;-1;-1;2;-3;2;-3},248,248,248,11402,yes
11a_195,{-1;-1;-2;1;-2;-3;2;4;-3;4;-5;4;-5},1238,1238,2174,23938,yes
11a_196,{-1;-1;2;-1;2;-1;-1;2;-3;2;-3},398,398,398,7182,yes
11a_197,{1;1;1;2;-1;-3;-2;-2;4;3;-2;3;4;4},758,986,1928,92594,yes
11a_198,{1;1;-2;1;-2;-3;2;2;4;-3;-2;4;4;-3},742,1052,2216,87818,yes
11a_199,{-1;-1;-1;2;-1;2;-3;2;2;4;-3;-2;4;-3},752,956,1980,94436,yes
11a_200,{1;1;1;2;-1;2;2;3;-2;-2;4;-3;2;4;4;3},1126,1494,3800,715202,yes
11a_201,{1;1;-5;4;-5;-4;3;-2;3;-4;-1;-2;3;1;-2},1434,2074,7182,117060,yes
11a_202,{1;1;1;1;-2;1;3;-2;-1;-4;3;-2;3;-4},764,964,2036,91128,yes
11a_203,{1;1;1;1;1;-2;1;3;-2;3;3},172,172,172,15226,yes
11a_204,{1;1;2;-1;2;2;-3;2;4;-3;4;4},536,536,718,17044,yes
11a_205,{-1;-1;-1;2;-1;2;2;3;-2;-4;3;-4},526,526,652,18352,yes
11a_206,{-1;-1;-1;-1;-1;-1;2;-1;-3;2;-3},140,140,140,17146,yes
11a_207,{-1;-1;-2;1;-2;-2;-2;3;-2;-4;3;-4},472,472,638,18676,yes
11a_208,{-1;-1;-1;-1;-2;1;-2;3;-2;-4;3;-4},500,500,590,19636,yes
11a_209,{-1;-1;-5;4;-5;-3;4;-2;-3;4;1;2;-3;1;2},1692,2436,7932,105804,yes
11a_210,{-1;-1;-2;1;3;-2;3;3;4;-3;-5;4;-5},1202,1202,1918,27554,yes
11a_211,{-1;-1;-2;1;-2;-3;2;-3;4;-3;-5;4;-5},1192,1192,2168,23878,yes
11a_212,{1;1;1;2;-1;3;2;2;-4;3;3;-2;3;-4},778,1090,2046,84092,yes
11a_213,{1;1;1;2;-1;3;2;2;2;-4;3;-2;3;-4},656,948,1728,101060,yes
11a_214,{1;1;2;-1;2;-3;2;4;-3;-2;-5;4;-3;4;-5},2236,2852,7556,108096,yes
11a_215,{1;1;-2;1;1;3;-2;1;-2;3;3},376,376,376,8298,yes
11a_216,{1;1;3;3;-2;-2;1;-2;3;1;-2},388,388,388,7578,yes
11a_217,{-1;-1;-3;2;2;-1;-1;2;-3;-1;2},406,406,406,7086,yes
11a_218,{-1;2;-1;-3;-2;-2;4;3;-2;3;-5;4;-5},1728,1818,2648,20034,yes
11a_219,{-1;-1;-2;1;-2;-3;2;2;4;-3;-2;-5;4;-3;-5},1348,1756,5772,137904,yes
11a_220,{1;1;1;-2;1;3;-2;3;4;-3;4;4},476,476,686,17716,yes
11a_221,{-1;-1;-1;-1;2;-1;-3;2;2;2;-3},210,210,210,12694,yes
11a_222,{-1;-1;-2;1;-2;3;-2;-4;3;3;3;-4},582,582,768,15400,yes
11a_223,{1;1;1;-2;1;1;1;3;-2;3;3},218,218,218,13534,yes
11a_224,{1;1;1;1;2;-1;-3;2;4;-3;4;4},468,468,542,21588,yes
11a_225,{-1;-1;-1;-1;2;-1;2;3;-2;-4;3;-4},436,436,590,19636,yes
11a_226,{-1;-1;-2;1;-2;3;-2;3;4;-3;-5;4;-5},1208,1208,2168,23878,yes
11a_227,{1;1;1;2;2;-3;2;-1;2;3;3;2;2},444,500,824,49328,yes
11a_228,{-1;2;-1;-3;-2;4;3;-2;3;3;-5;4;-5},1522,1710,2654,20094,yes
11a_229,{1;1;1;2;-1;-3;2;4;-3;4;5;-4;5},1072,1072,1812,28350,yes
11a_230,{1;1;2;-1;2;3;-2;-4;3;5;-4;5;5},1128,1128,1976,26118,yes
11a_231,{1;1;-2;-2;-2;1;3;-2;-2;-2;3},276,276,276,9898,yes
11a_232,{1;1;-2;3;-2;-2;1;-2;3;-2;-2},392,392,392,8042,yes
11a_233,{1;1;3;-2;3;-2;1;-2;3;-2;-2},436,436,436,7106,yes
11a_234,{1;1;1;1;1;1;1;1;2;-1;2;2},60,60,66,95144,yes
11a_235,{1;1;1;2;-1;2;2;2;2;2;3;-2;3},216,216,308,111122,yes
11a_236,{1;1;1;1;2;-1;2;2;2;3;-2;3;3},260,260,376,97466,yes
11a_237,{1;1;1;2;-1;2;2;2;3;-2;-2;4;-3;2;4;3},948,1160,3276,789644,yes
11a_238,{1;1;1;2;-1;2;2;2;3;-2;3;4;-3;4},616,616,1268,128624,yes
11a_239,{1;1;-2;3;-2;1;3;-2;3;-2;3},532,532,532,5794,yes
11a_240,{1;1;1;1;1;1;2;2;-1;2;2;2},94,94,102,75176,yes
11a_241,{1;1;1;1;2;2;-1;2;2;2;3;-2;3},302,302,402,92180,yes
11a_242,{1;1;1;1;1;1;2;-1;2;3;-2;3;3},192,192,304,109082,yes
11a_243,{1;1;1;2;-1;2;3;-2;3;3;3;4;-3;4},612,612,1276,129200,yes
11a_244,{1;1;1;2;2;-3;2;-1;2;2;3;3;2},444,448,824,50360,yes
11a_245,{1;1;1;1;2;-1;2;3;3;-2;3;3;3},286,286,422,90212,yes
11a_246,{1;1;1;1;2;-1;2;3;-2;3;4;-3;4;4},568,568,1294,125612,yes
11a_247,{1;1;1;2;-1;2;3;-2;3;4;-3;4;5;-4;5},1364,1364,4348,165446,yes
11a_248,{-1;-1;-1;2;-3;2;-1;2;-3;2;-3},424,424,424,7144,yes
11a_249,{-1;-1;-2;1;3;-4;3;-2;3;-4;3;-4},920,920,1168,11348,yes
11a_250,{-1;2;2;2;-1;2;-3;2;2;2;-3},270,270,270,10814,yes
11a_251,{1;1;1;1;-3;-3;2;-3;2;-3;-1;-2;-2},388,388,572,72816,yes
11a_252,{-1;-3;2;2;2;-3;-1;2;2;-1;2},396,396,396,7296,yes
11a_253,{-1;-1;-3;2;2;2;-3;-1;2;-1;2},384,384,384,7416,yes
11a_254,{1;1;1;1;-3;2;-3;2;2;-3;-1;-2;-2},444,444,636,62664,yes
11a_255,{-1;-1;-1;2;-3;2;-1;2;-3;-1;2},440,440,440,6952,yes
11a_256,{-1;-1;3;-4;3;-2;3;-4;-2;3;1;-2},1028,1028,1252,10748,yes
11a_257,{-1;-1;-1;2;-1;2;-3;2;2;2;-3},252,252,252,11186,yes
11a_258,{-1;-1;-2;1;3;-2;3;-4;3;3;3;-4},576,576,738,16756,yes
11a_259,{1;1;1;-2;1;1;3;-2;3;3;3},218,218,218,13444,yes
11a_260,{1;1;1;-2;1;1;3;-2;3;4;-3;4},490,490,690,18136,yes
11a_261,{-1;-1;-1;2;-1;-3;2;-3;2;-3;-3},324,324,324,9032,yes
11a_262,{-1;-1;-4;3;-4;-3;2;-3;-1;2;-1;2},724,724,996,13332,yes
11a_263,{1;1;1;1;2;2;-1;3;2;2;2;3;3},202,330,482,75460,yes
11a_264,{1;1;1;3;-2;3;-2;-2;3;1;-2},360,360,360,8112,yes
11a_265,{1;1;4;-3;4;-3;-3;4;2;-3;-1;2},726,726,966,12968,yes
11a_266,{-1;2;-1;2;-3;2;-1;-3;2;-3;2},624,624,624,5032,yes
11a_267,{-1;-1;-3;2;-3;-1;2;-3;2;-1;2},504,504,504,6536,yes
11a_268,{-1;2;-1;2;-3;2;-1;2;2;2;-3},424,424,424,7312,yes
11a_269,{-1;2;-3;2;-1;2;-3;2;2;-1;2},560,560,560,5888,yes
11a_270,{1;1;3;-4;3;-2;3;-4;-2;-3;-3;2;-1;2},1898,1990,3202,58694,yes
11a_271,{1;1;-2;1;-2;1;3;-2;-1;4;-3;2;4;3},1252,1296,3524,55096,yes
11a_272,{1;1;3;-4;-2;3;-2;3;-4;1;-2;3;-1;-2},1608,1792,3928,52032,yes
11a_273,{-1;-1;-4;3;-4;-2;-2;-3;1;2;-3;2;-1;2},980,1426,3124,58906,yes
11a_274,{-1;-1;2;2;-1;-3;2;-1;2;-3;2},494,494,494,6078,yes
11a_275,{1;1;1;-2;1;3;-2;-1;4;-3;2;2;4;3},860,932,2472,76676,yes
11a_276,{1;1;-2;1;3;-2;-1;4;-3;2;2;4;3;3},1034,1140,2818,67286,yes
11a_277,{1;1;1;-2;1;-2;3;-2;1;-2;3},404,404,404,7480,yes
11a_278,{1;1;2;-1;-3;2;-3;4;-3;2;-3;4},940,940,1208,10956,yes
11a_279,{-1;-1;-2;1;3;2;2;2;2;-4;-3;2;-3;-4},786,812,1640,103922,yes
11a_280,{1;1;2;-1;-1;2;3;-2;1;-4;-3;2;-5;4;-3;-5;-4},2614,4648,21552,556360,yes
11a_281,{-1;2;2;-1;2;-3;2;-1;2;2;-3},480,480,480,6496,yes
11a_282,{1;3;-2;1;-2;3;-2;-2;-2;1;-2},398,398,398,7724,yes
11a_283,{-1;-1;-1;2;-1;2;-3;2;1;-4;3;-2;-4;-3},1204,1260,2780,67780,yes
11a_284,{1;1;3;-2;-2;3;1;-2;3;1;-2},476,476,476,6618,yes
11a_285,{-1;-1;2;-1;-1;-3;2;1;4;-3;2;4;-3;4},1044,1312,3000,67708,yes
11a_286,{-1;-3;2;2;-1;2;-3;2;2;-1;2},464,464,464,6722,yes
11a_287,{-1;-3;2;2;-1;2;-3;-1;2;-1;2},534,534,534,5612,yes
11a_288,{1;-2;1;-2;3;-2;1;3;-2;-2;3},574,574,574,5310,yes
11a_289,{1;1;3;-2;1;-2;3;-2;-2;1;-2},428,428,428,7184,yes
11a_290,{-1;-1;2;-1;2;2;-3;2;1;-4;3;-2;-4;-3},1420,1492,3028,62548,yes
11a_291,{1;1;2;2;2;2;-3;2;-1;2;3;3;2},384,388,712,56072,yes
11a_292,{1;1;2;-1;2;1;-3;2;-1;2;3;3;3;4;-3;4},946,1314,5296,486154,yes
11a_293,{1;-2;-2;-2;-2;3;-2;1;-2;3;-2},314,314,314,9638,yes
11a_294,{-1;-1;-2;1;-2;3;2;4;-3;2;-3;4;-3;-3},1076,1136,2576,73092,yes
11a_295,{-1;-1;-1;-1;-4;-3;2;-3;-4;-1;2;3;1;-2},606,708,1888,100128,yes
11a_296,{-1;-1;-5;-4;3;-4;-5;-2;3;4;2;-3;-2;1;-2},1938,2220,8596,96992,yes
11a_297,{-1;-1;2;-1;-1;-3;2;1;-3;4;-3;2;-3;4},1176,1464,2832,74948,yes
11a_298,{1;1;1;1;2;2;-3;2;-1;2;3;3;2},384,388,712,55784,yes
11a_299,{1;1;2;-1;2;3;3;-4;3;-2;3;4;4;3},984,1004,2500,71084,yes
11a_300,{-1;-1;2;2;-3;2;-1;2;-3;-1;2},500,500,500,6064,yes
11a_301,{-1;-1;2;-1;-3;2;-1;-3;2;-3;2},524,524,524,6200,yes
11a_302,{-1;-1;2;-1;-3;2;-1;-3;-3;2;-3},440,440,440,7592,yes
11a_303,{-1;-1;2;-1;2;1;3;-2;-1;3;2;4;-3;4},760,898,3244,59260,yes
11a_304,{1;1;1;-2;1;1;3;-2;-1;4;-3;2;4;3},732,752,2284,85208,yes
11a_305,{1;-2;1;-2;-2;3;-2;-2;1;-2;3},442,442,442,7204,yes
11a_306,{-1;-1;-1;2;-1;2;-3;2;-3;-3;-3},234,234,234,11846,yes
11a_307,{-1;-1;-1;2;-1;2;-3;2;-3;-4;3;-4},534,534,746,16076,yes
11a_308,{1;1;1;1;-2;1;3;-2;3;3;3},188,188,188,14650,yes
11a_309,{1;1;1;-2;1;3;-2;3;3;4;-3;4},520,520,660,18544,yes
11a_310,{1;1;1;1;-2;1;3;-2;3;4;-3;4},424,424,596,19792,yes
11a_311,{1;1;2;-1;2;-3;2;4;-3;4;5;-4;5},1172,1172,2174,23938,yes
11a_312,{-1;-1;-1;-1;-2;1;3;2;2;-4;-3;2;-3;-4},754,800,1636,104570,yes
11a_313,{-1;-1;-2;1;-2;-3;2;4;3;3;-5;-4;3;-4;-5},1778,1888,5980,126818,yes
11a_314,{1;1;-2;1;-2;1;3;-2;1;-2;3},512,512,512,6010,yes
11a_315,{1;1;3;-2;-2;1;-2;3;-2;1;-2},464,464,464,6482,yes
11a_316,{1;1;1;-2;3;-2;1;-2;3;-2;-2},356,356,356,8594,yes
11a_317,{1;1;1;-2;1;-3;2;-1;-3;-2;-2;-4;3;-4},774,998,2290,81326,yes
11a_318,{1;1;2;2;-3;2;-1;2;2;3;3;2;2},500,544,892,46928,yes
11a_319,{1;1;2;2;3;3;2;-1;2;-3;2;2;2},404,492,810,50798,yes
11a_320,{1;1;1;3;3;4;2;2;-3;4;1;-2;-3;2;-1;2},980,1746,6334,422036,yes
11a_321,{-1;-1;-1;2;-1;-3;2;-1;-3;2;-4;3;-2;-4},1188,1348,2532,77824,yes
11a_322,{-1;-1;-3;4;-3;2;-3;4;1;2;-3;-1;-1;2},864,1276,2864,74780,yes
11a_323,{1;1;-3;4;-3;2;-3;4;-3;-3;-1;2},694,694,950,14846,yes
11a_324,{-1;-1;-2;1;3;-2;-4;3;-2;-4;3;-5;4;-3;-5},2772,3140,7572,108936,yes
11a_325,{-1;-1;-2;1;-3;-2;-2;4;-3;2;-3;4;5;-4;5},1420,1864,6060,126242,yes
11a_326,{1;1;-2;1;-2;3;-2;1;-2;3;-2},524,524,524,6080,yes
11a_327,{1;1;2;-1;-3;-2;1;-2;4;3;-2;3;3;4},1098,1172,2968,63144,yes
11a_328,{1;1;3;3;4;2;-3;4;-1;-2;3;1;1;-2},756,828,2558,78668,yes
11a_329,{1;1;2;-1;2;-3;-2;1;-4;3;2;2;3;4;4;3},1174,1174,8614,314238,yes
11a_330,{1;-2;-2;-2;3;-2;1;-2;3;-2;-2},356,356,356,8906,yes
11a_331,{-1;-1;-3;4;-3;-3;2;-3;4;1;2;-3;-1;2},752,1136,2788,76772,yes
11a_332,{1;-2;1;3;-2;-2;1;3;-2;-2;3},536,536,536,5600,yes
11a_333,{-1;-1;-2;1;3;-2;3;-4;3;-4;-5;4;-5},1218,1218,2180,23998,yes
11a_334,{1;1;1;1;1;1;2;-1;2;2;2;2},72,72,82,89384,yes
11a_335,{1;1;1;1;1;2;-1;2;2;2;3;-2;3},228,228,316,110258,yes
11a_336,{1;1;1;1;1;1;2;-1;2;2;3;-2;3},204,204,290,113462,yes
11a_337,{1;1;2;-1;2;2;2;3;-2;3;3;4;-3;4},648,648,1328,123704,yes
11a_338,{1;1;1;1;1;2;2;2;-1;2;2;2},110,110,118,70136,yes
11a_339,{1;1;1;1;1;2;-1;2;3;-2;3;3;3},208,208,340,104402,yes
11a_340,{1;1;1;1;2;2;2;-1;2;2;3;-2;3},322,322,432,87482,yes
11a_341,{1;1;1;1;2;-1;2;3;-2;3;3;4;-3;4},596,596,1240,131000,yes
11a_342,{1;1;1;1;1;2;-1;2;3;-2;3;4;-3;4},500,500,1084,141680,yes
11a_343,{1;1;2;-1;2;2;3;-2;3;4;-3;4;5;-4;5},1432,1432,4546,158906,yes
11a_344,{1;1;1;1;-4;3;-2;3;-4;2;2;3;-1;2},716,716,1796,95130,yes
11a_345,{1;1;-5;4;-3;4;-5;3;3;4;-2;3;2;-1;2},1396,1396,6500,118994,yes
11a_346,{-1;2;2;2;-3;2;-1;2;2;-3;2},356,356,356,9056,yes
11a_347,{1;1;-2;-1;3;-2;1;-4;3;-2;3;3;-4;3},964,1324,3044,67220,yes
11a_348,{1;1;1;-2;1;3;-2;1;3;-2;3},404,404,404,8000,yes
11a_349,{1;1;2;-1;-3;2;4;-3;2;4;-3;4},940,940,1208,11156,yes
11a_350,{1;-2;1;-2;-2;3;-2;1;3;-2;3},524,524,524,5856,yes
11a_351,{1;-2;1;3;-2;1;3;-2;-2;-2;3},464,464,464,6488,yes
11a_352,{-1;-1;2;1;-3;2;-1;2;4;-3;2;4;-3;4},1108,1472,3428,59460,yes
11a_353,{1;1;2;2;2;-3;2;-1;2;2;3;3;2},444,448,824,51026,yes
